KPI,BatsManID,BowlerID,BatsManName,BowlerName,Runs,RunsThroughExtras,TotalRuns,BallsFaced,StrikeRate,DotBalls,DBPercent,DotBallFrequency,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,BdryFreq,BdryPercent,WicketLost,RPSS
Head To Head,2019-100mb00000000083-a7fea83029c211,2019-100mb00000000071-8ee448c81e3711,Daryl Mitchell,Matt Henry,4,0,4,5,80.00,2,40.00,2.50,3,2,1,0,0,0,0.00,0.00,0,1.33
Head To Head,2019-100mb00000000083-a7fea83029c211,2020-100mb00000000520-c2b1e0df638711,Daryl Mitchell,Ravi Bishnoi,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000083-a7fea83029c211,2020-100mb00000000541-c84d8371639b11,Daryl Mitchell,Mohsin Khan,5,0,5,2,250.00,0,0.00,0.00,2,1,0,0,1,0,2.00,80.00,0,2.50
Head To Head,2019-100mb00000000083-a7fea83029c211,2022-100mb00000001550-b8b1d54854ee11,Daryl Mitchell,Yash Thakur,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2019-100mb00000000102-28e7fca043fc11,2018-100mb00000000017-5e389774e99c11,Ruturaj Gaikwad,Krunal Pandya,12,0,12,7,171.43,1,14.29,7.00,6,4,0,0,2,0,3.50,66.67,0,2.00
Head To Head,2019-100mb00000000102-28e7fca043fc11,2018-100mb00000000023-201fd633e99d11,Ruturaj Gaikwad,Marcus Stoinis,17,1,18,10,180.00,1,10.00,10.00,9,5,3,0,0,1,10.00,33.33,0,2.00
Head To Head,2019-100mb00000000102-28e7fca043fc11,2019-100mb00000000071-8ee448c81e3711,Ruturaj Gaikwad,Matt Henry,18,0,18,13,138.46,4,30.77,3.25,9,4,3,0,2,0,6.50,44.44,0,2.00
Head To Head,2019-100mb00000000102-28e7fca043fc11,2020-100mb00000000520-c2b1e0df638711,Ruturaj Gaikwad,Ravi Bishnoi,12,0,12,7,171.43,1,14.29,7.00,6,4,0,0,2,0,3.50,66.67,0,2.00
Head To Head,2019-100mb00000000102-28e7fca043fc11,2020-100mb00000000541-c84d8371639b11,Ruturaj Gaikwad,Mohsin Khan,25,0,25,13,192.31,4,30.77,3.25,9,3,2,0,3,1,3.25,72.00,0,2.78
Head To Head,2019-100mb00000000102-28e7fca043fc11,2022-100mb00000001550-b8b1d54854ee11,Ruturaj Gaikwad,Yash Thakur,24,0,24,10,240.00,1,10.00,10.00,9,4,1,0,3,1,2.50,75.00,0,2.67
Head To Head,2019-100mb00000000211-dc1f6a2544bb11,2018-100mb00000000023-201fd633e99d11,Shivam Dube,Marcus Stoinis,23,0,23,10,230.00,2,20.00,5.00,8,3,2,0,1,2,3.33,69.57,1,2.88
Head To Head,2019-100mb00000000211-dc1f6a2544bb11,2019-100mb00000000071-8ee448c81e3711,Shivam Dube,Matt Henry,5,0,5,3,166.67,1,33.33,3.00,2,1,0,0,1,0,3.00,80.00,0,2.50
Head To Head,2019-100mb00000000211-dc1f6a2544bb11,2020-100mb00000000541-c84d8371639b11,Shivam Dube,Mohsin Khan,19,0,19,7,271.43,1,14.29,7.00,6,3,0,0,1,2,2.33,84.21,0,3.17
Head To Head,2019-100mb00000000211-dc1f6a2544bb11,2022-100mb00000001550-b8b1d54854ee11,Shivam Dube,Yash Thakur,19,1,20,7,285.71,3,42.86,2.33,4,1,0,0,0,3,2.33,90.00,0,5.00
Head To Head,2018-100mb00000000019-80e59e32e99c11,2019-100mb00000000091-8640595343ec11,K L Rahul,Deepak Chahar,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000019-80e59e32e99c11,2019-100mb00000000258-e46e7f697acb11,K L Rahul,Mustafizur Rahman,4,0,4,4,100.00,3,75.00,1.33,1,0,0,0,1,0,4.00,100.00,1,4.00
Head To Head,2018-100mb00000000019-80e59e32e99c11,2020-100mb00000000539-04833b65639b11,K L Rahul,Tushar Deshpande,11,1,12,7,171.43,2,42.86,2.33,4,1,2,0,0,1,7.00,50.00,0,3.00
Head To Head,2018-100mb00000000023-201fd633e99d11,2018-100mb00000000046-06b5ba89f88b11,Marcus Stoinis,Ravindra Jadeja,12,0,12,7,171.43,0,0.00,0.00,7,6,0,0,0,1,7.00,50.00,0,1.71
Head To Head,2018-100mb00000000023-201fd633e99d11,2019-100mb00000000091-8640595343ec11,Marcus Stoinis,Deepak Chahar,10,0,10,6,166.67,2,33.33,3.00,4,2,0,0,2,0,3.00,80.00,0,2.50
Head To Head,2018-100mb00000000023-201fd633e99d11,2019-100mb00000000105-4c526de743fe11,Marcus Stoinis,Shardul Thakur,18,1,19,9,211.11,0,0.00,0.00,9,6,0,0,3,0,3.00,63.16,0,2.11
Head To Head,2018-100mb00000000023-201fd633e99d11,2019-100mb00000000206-501d92f644bb11,Marcus Stoinis,Moeen Ali,14,0,14,6,233.33,0,0.00,0.00,6,4,0,0,1,1,3.00,71.43,0,2.33
Head To Head,2018-100mb00000000023-201fd633e99d11,2019-100mb00000000258-e46e7f697acb11,Marcus Stoinis,Mustafizur Rahman,34,1,35,11,318.18,3,27.27,3.67,9,2,1,0,3,3,1.83,85.71,0,3.89
Head To Head,2018-100mb00000000023-201fd633e99d11,2020-100mb00000000539-04833b65639b11,Marcus Stoinis,Tushar Deshpande,21,1,22,10,220.00,3,30.00,3.33,8,3,2,0,2,1,3.33,63.64,0,2.75
Head To Head,2018-100mb00000000023-201fd633e99d11,2022-100mb00000001014-1f0cfb3dc17911,Marcus Stoinis,Matheesha Pathirana,15,2,17,12,141.67,3,33.33,3.00,8,5,1,0,2,0,6.00,47.06,0,2.13
Head To Head,2019-100mb00000000136-9313d156449c11,2019-100mb00000000105-4c526de743fe11,Nicholas Pooran,Shardul Thakur,21,0,21,7,300.00,0,0.00,0.00,7,3,1,0,1,2,2.33,76.19,0,3.00
Head To Head,2019-100mb00000000136-9313d156449c11,2019-100mb00000000258-e46e7f697acb11,Nicholas Pooran,Mustafizur Rahman,6,0,6,3,200.00,0,0.00,0.00,3,2,0,0,1,0,3.00,66.67,0,2.00
Head To Head,2019-100mb00000000136-9313d156449c11,2020-100mb00000000539-04833b65639b11,Nicholas Pooran,Tushar Deshpande,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000136-9313d156449c11,2022-100mb00000001014-1f0cfb3dc17911,Nicholas Pooran,Matheesha Pathirana,6,0,6,4,150.00,1,25.00,4.00,3,2,0,0,1,0,4.00,66.67,1,2.00
Head To Head,2019-100mb00000000170-9429250944ae11,2019-100mb00000000091-8640595343ec11,Quinton De Kock,Deepak Chahar,0,0,0,3,0.00,3,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2019-100mb00000000200-1283ad3244ba11,2018-100mb00000000046-06b5ba89f88b11,Devdutt Padikkal,Ravindra Jadeja,3,2,5,5,100.00,2,60.00,1.67,3,3,0,0,0,0,0.00,0.00,0,1.67
Head To Head,2019-100mb00000000200-1283ad3244ba11,2019-100mb00000000105-4c526de743fe11,Devdutt Padikkal,Shardul Thakur,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000200-1283ad3244ba11,2019-100mb00000000206-501d92f644bb11,Devdutt Padikkal,Moeen Ali,7,0,7,6,116.67,1,16.67,6.00,5,3,2,0,0,0,0.00,0.00,0,1.40
Head To Head,2019-100mb00000000200-1283ad3244ba11,2019-100mb00000000258-e46e7f697acb11,Devdutt Padikkal,Mustafizur Rahman,0,0,0,2,0.00,2,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2019-100mb00000000200-1283ad3244ba11,2022-100mb00000001014-1f0cfb3dc17911,Devdutt Padikkal,Matheesha Pathirana,1,1,2,3,66.67,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,1,2.00
Head To Head,2019-100mb00000000215-f86e728844bc11,2019-100mb00000000258-e46e7f697acb11,Deepak Hooda,Mustafizur Rahman,6,0,6,1,600.00,0,0.00,0.00,1,0,0,0,0,1,1.00,100.00,0,6.00
Head To Head,2019-100mb00000000215-f86e728844bc11,2022-100mb00000001014-1f0cfb3dc17911,Deepak Hooda,Matheesha Pathirana,11,0,11,5,220.00,1,20.00,5.00,4,1,1,0,2,0,2.50,72.73,0,2.75
Head To Head,2018-100mb00000000018-6e65e6f7e99c11,2018-100mb00000000009-92bfdfe9e99b11,Rishabh Pant,Jasprit Bumrah,7,1,8,3,266.67,1,33.33,3.00,2,1,0,0,0,1,3.00,75.00,1,4.00
Head To Head,2018-100mb00000000018-6e65e6f7e99c11,2019-100mb00000000149-10d5663944a911,Rishabh Pant,Piyush Chawla,6,0,6,5,120.00,2,40.00,2.50,3,2,0,0,1,0,5.00,66.67,0,2.00
Head To Head,2018-100mb00000000018-6e65e6f7e99c11,2019-100mb00000000217-29d6c58644bf11,Rishabh Pant,Mohammad Nabi,3,0,3,4,75.00,1,25.00,4.00,3,3,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000018-6e65e6f7e99c11,2022-100mb00000000813-41cd35e9762011,Rishabh Pant,Nuwan Thushara,13,0,13,7,185.71,2,28.57,3.50,5,3,0,0,1,1,3.50,76.92,0,2.60
Head To Head,2019-100mb00000000110-79ae08f5449411,2018-100mb00000000009-92bfdfe9e99b11,Axar Patel,Jasprit Bumrah,3,0,3,3,100.00,0,0.00,0.00,3,3,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000110-79ae08f5449411,2022-100mb00000000813-41cd35e9762011,Axar Patel,Nuwan Thushara,8,0,8,3,266.67,0,0.00,0.00,3,2,0,0,0,1,3.00,75.00,0,2.67
Head To Head,2019-100mb00000000268-22e2e3987add11,2019-100mb00000000149-10d5663944a911,Shai Hope,Piyush Chawla,9,0,9,5,180.00,1,20.00,5.00,4,3,0,0,0,1,5.00,66.67,0,2.25
Head To Head,2019-100mb00000000268-22e2e3987add11,2019-100mb00000000217-29d6c58644bf11,Shai Hope,Mohammad Nabi,16,0,16,6,266.67,0,0.00,0.00,6,4,0,0,0,2,3.00,75.00,0,2.67
Head To Head,2019-100mb00000000268-22e2e3987add11,2022-100mb00000000813-41cd35e9762011,Shai Hope,Nuwan Thushara,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000268-22e2e3987add11,2024-100mb00000003116-51a9a019e5e811,Shai Hope,Luke Wood,15,0,15,5,300.00,1,20.00,5.00,4,1,1,0,0,2,2.50,80.00,1,3.75
Head To Head,2022-100mb00000001017-3e376712cc7911,2018-100mb00000000009-92bfdfe9e99b11,Tristan Stubbs,Jasprit Bumrah,3,1,4,6,66.67,2,50.00,2.00,3,3,0,0,0,0,0.00,0.00,0,1.33
Head To Head,2022-100mb00000001017-3e376712cc7911,2019-100mb00000000149-10d5663944a911,Tristan Stubbs,Piyush Chawla,3,2,5,4,125.00,2,50.00,2.00,2,1,1,0,0,0,0.00,0.00,0,2.50
Head To Head,2022-100mb00000001017-3e376712cc7911,2022-100mb00000000813-41cd35e9762011,Tristan Stubbs,Nuwan Thushara,15,1,16,7,228.57,0,0.00,0.00,7,5,0,0,1,1,3.50,62.50,0,2.29
Head To Head,2022-100mb00000001017-3e376712cc7911,2024-100mb00000003116-51a9a019e5e811,Tristan Stubbs,Luke Wood,27,0,27,8,337.50,1,12.50,8.00,7,1,0,0,5,1,1.33,96.30,0,3.86
Head To Head,2022-100mb00000001580-2e206f715b5511,2018-100mb00000000009-92bfdfe9e99b11,Abishek Porel,Jasprit Bumrah,4,1,5,9,55.56,6,66.67,1.50,3,2,1,0,0,0,0.00,0.00,0,1.67
Head To Head,2022-100mb00000001580-2e206f715b5511,2018-100mb00000000054-e3ebefa2050a11,Abishek Porel,Hardik Pandya,15,0,15,5,300.00,2,40.00,2.50,3,0,0,0,1,1,2.50,66.67,0,5.00
Head To Head,2022-100mb00000001580-2e206f715b5511,2019-100mb00000000149-10d5663944a911,Abishek Porel,Piyush Chawla,4,0,4,4,100.00,0,0.00,0.00,4,4,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2022-100mb00000001580-2e206f715b5511,2019-100mb00000000217-29d6c58644bf11,Abishek Porel,Mohammad Nabi,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2022-100mb00000001580-2e206f715b5511,2022-100mb00000000813-41cd35e9762011,Abishek Porel,Nuwan Thushara,5,0,5,2,250.00,0,0.00,0.00,2,1,0,0,1,0,2.00,80.00,0,2.50
Head To Head,2022-100mb00000001580-2e206f715b5511,2024-100mb00000003116-51a9a019e5e811,Abishek Porel,Luke Wood,7,0,7,5,140.00,2,40.00,2.50,3,1,1,0,1,0,5.00,57.14,0,2.33
Head To Head,2024-100mb00000003115-5afd8ccce29e11,2018-100mb00000000009-92bfdfe9e99b11,Jake Fraser - McGurk,Jasprit Bumrah,15,1,16,3,533.33,0,0.00,0.00,4,1,0,0,2,1,1.00,87.50,0,4.00
Head To Head,2024-100mb00000003115-5afd8ccce29e11,2018-100mb00000000054-e3ebefa2050a11,Jake Fraser - McGurk,Hardik Pandya,26,0,26,7,371.43,2,28.57,3.50,5,0,0,0,2,3,1.40,100.00,0,5.20
Head To Head,2024-100mb00000003115-5afd8ccce29e11,2019-100mb00000000149-10d5663944a911,Jake Fraser - McGurk,Piyush Chawla,12,0,12,6,200.00,2,33.33,3.00,4,2,0,0,1,1,3.00,83.33,1,3.00
Head To Head,2024-100mb00000003115-5afd8ccce29e11,2022-100mb00000000813-41cd35e9762011,Jake Fraser - McGurk,Nuwan Thushara,12,1,13,4,325.00,1,25.00,4.00,3,0,0,0,3,0,1.33,92.31,0,4.33
Head To Head,2024-100mb00000003115-5afd8ccce29e11,2024-100mb00000003116-51a9a019e5e811,Jake Fraser - McGurk,Luke Wood,19,0,19,6,316.67,1,16.67,6.00,5,1,0,0,3,1,1.50,94.74,0,3.80
Head To Head,2018-100mb00000000006-2cf4bba8e99b11,2018-100mb00000000008-787fc4ece99b11,Rohit Sharma,Khaleel Ahmed,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2018-100mb00000000006-2cf4bba8e99b11,2021-100mb00000000631-53c713330bd311,Rohit Sharma,Lizaad Williams,7,7,14,5,280.00,2,60.00,1.67,3,1,1,0,1,0,5.00,28.57,0,4.67
Head To Head,2018-100mb00000000054-e3ebefa2050a11,2018-100mb00000000014-227bc550e99c11,Hardik Pandya,Kuldeep Yadav,21,0,21,8,262.50,1,12.50,8.00,7,3,0,0,3,1,2.00,85.71,0,3.00
Head To Head,2018-100mb00000000054-e3ebefa2050a11,2019-100mb00000000110-79ae08f5449411,Hardik Pandya,Axar Patel,10,0,10,6,166.67,1,16.67,6.00,5,4,0,0,0,1,6.00,60.00,0,2.00
Head To Head,2018-100mb00000000054-e3ebefa2050a11,2019-100mb00000000172-1befbbeb44af11,Hardik Pandya,Rasikh Salam,3,1,4,6,66.67,3,50.00,2.00,3,3,0,0,0,0,0.00,0.00,1,1.33
Head To Head,2018-100mb00000000054-e3ebefa2050a11,2022-100mb00000001462-cbc59298427c11,Hardik Pandya,Mukesh Kumar,12,0,12,4,300.00,0,0.00,0.00,4,2,0,0,1,1,2.00,83.33,0,3.00
Head To Head,2019-100mb00000000149-10d5663944a911,2019-100mb00000000172-1befbbeb44af11,Piyush Chawla,Rasikh Salam,6,1,7,2,350.00,0,50.00,2.00,1,0,0,0,0,1,2.00,85.71,0,7.00
Head To Head,2019-100mb00000000149-10d5663944a911,2022-100mb00000001462-cbc59298427c11,Piyush Chawla,Mukesh Kumar,4,0,4,2,200.00,1,50.00,2.00,1,0,0,0,1,0,2.00,100.00,1,4.00
Head To Head,2019-100mb00000000164-8ae075db44ad11,2018-100mb00000000008-787fc4ece99b11,Ishan Kishan,Khaleel Ahmed,14,1,15,6,250.00,0,16.67,6.00,5,2,0,0,3,0,2.00,80.00,0,3.00
Head To Head,2019-100mb00000000164-8ae075db44ad11,2021-100mb00000000631-53c713330bd311,Ishan Kishan,Lizaad Williams,6,0,6,7,85.71,4,57.14,1.75,3,2,0,0,1,0,7.00,66.67,0,2.00
Head To Head,2019-100mb00000000164-8ae075db44ad11,2022-100mb00000001462-cbc59298427c11,Ishan Kishan,Mukesh Kumar,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2019-100mb00000000174-619a804244af11,2018-100mb00000000008-787fc4ece99b11,Suryakumar Yadav,Khaleel Ahmed,18,1,19,9,211.11,4,55.56,1.80,4,0,1,0,1,2,3.00,84.21,1,4.75
Head To Head,2019-100mb00000000174-619a804244af11,2022-100mb00000001462-cbc59298427c11,Suryakumar Yadav,Mukesh Kumar,8,0,8,4,200.00,2,50.00,2.00,2,0,0,0,2,0,2.00,100.00,0,4.00
Head To Head,2019-100mb00000000217-29d6c58644bf11,2019-100mb00000000172-1befbbeb44af11,Mohammad Nabi,Rasikh Salam,6,0,6,3,200.00,2,66.67,1.50,1,0,0,0,0,1,3.00,100.00,1,6.00
Head To Head,2019-100mb00000000217-29d6c58644bf11,2022-100mb00000001462-cbc59298427c11,Mohammad Nabi,Mukesh Kumar,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2021-100mb00000000636-9e985b64160411,2018-100mb00000000008-787fc4ece99b11,Tim David,Khaleel Ahmed,9,0,9,4,225.00,0,0.00,0.00,4,3,0,0,0,1,4.00,66.67,0,2.25
Head To Head,2021-100mb00000000636-9e985b64160411,2018-100mb00000000014-227bc550e99c11,Tim David,Kuldeep Yadav,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2021-100mb00000000636-9e985b64160411,2019-100mb00000000172-1befbbeb44af11,Tim David,Rasikh Salam,4,2,6,4,150.00,0,0.00,0.00,4,4,0,0,0,0,0.00,0.00,0,1.50
Head To Head,2021-100mb00000000636-9e985b64160411,2021-100mb00000000631-53c713330bd311,Tim David,Lizaad Williams,7,0,7,4,175.00,0,0.00,0.00,4,3,0,0,1,0,4.00,57.14,0,1.75
Head To Head,2021-100mb00000000636-9e985b64160411,2022-100mb00000001462-cbc59298427c11,Tim David,Mukesh Kumar,16,0,16,4,400.00,1,25.00,4.00,3,0,0,0,1,2,1.33,100.00,1,5.33
Head To Head,2022-100mb00000000993-60c58f9ea44c11,2018-100mb00000000008-787fc4ece99b11,Tilak Varma,Khaleel Ahmed,3,0,3,3,100.00,0,0.00,0.00,3,3,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2022-100mb00000000993-60c58f9ea44c11,2018-100mb00000000014-227bc550e99c11,Tilak Varma,Kuldeep Yadav,24,1,25,9,277.78,1,11.11,9.00,8,4,0,0,2,2,2.25,80.00,0,3.13
Head To Head,2022-100mb00000000993-60c58f9ea44c11,2019-100mb00000000110-79ae08f5449411,Tilak Varma,Axar Patel,14,0,14,6,233.33,0,0.00,0.00,6,4,0,0,1,1,3.00,71.43,0,2.33
Head To Head,2022-100mb00000000993-60c58f9ea44c11,2019-100mb00000000172-1befbbeb44af11,Tilak Varma,Rasikh Salam,8,0,8,7,114.29,1,14.29,7.00,6,5,0,1,0,0,0.00,0.00,0,1.33
Head To Head,2022-100mb00000000993-60c58f9ea44c11,2021-100mb00000000631-53c713330bd311,Tilak Varma,Lizaad Williams,5,2,7,2,350.00,0,0.00,0.00,2,1,0,0,1,0,2.00,57.14,0,3.50
Head To Head,2022-100mb00000000993-60c58f9ea44c11,2022-100mb00000001462-cbc59298427c11,Tilak Varma,Mukesh Kumar,9,1,10,5,200.00,0,20.00,5.00,4,3,0,0,0,1,5.00,60.00,1,2.50
Head To Head,2022-100mb00000001541-e0ad58e954e911,2019-100mb00000000172-1befbbeb44af11,Nehal Wadera,Rasikh Salam,4,0,4,2,200.00,1,50.00,2.00,1,0,0,0,1,0,2.00,100.00,1,4.00
Head To Head,2024-100mb00000003116-51a9a019e5e811,2022-100mb00000001462-cbc59298427c11,Luke Wood,Mukesh Kumar,9,0,9,3,300.00,0,0.00,0.00,3,1,1,0,0,1,3.00,66.67,0,3.00
Head To Head,2018-100mb00000000017-5e389774e99c11,2019-100mb00000000066-573f78a31e3711,Krunal Pandya,Trent Boult,2,0,2,4,50.00,2,50.00,2.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000017-5e389774e99c11,2019-100mb00000000109-5cc123ab449411,Krunal Pandya,Avesh Khan,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000017-5e389774e99c11,2019-100mb00000000220-18a6ceb644c011,Krunal Pandya,Sandeep Sharma,11,0,11,5,220.00,0,0.00,0.00,5,1,3,0,1,0,5.00,36.36,0,2.20
Head To Head,2018-100mb00000000019-80e59e32e99c11,2018-100mb00000000010-b76159ade99b11,K L Rahul,Yuzvendra Chahal,19,1,20,9,222.22,0,0.00,0.00,9,5,1,0,3,0,3.00,60.00,0,2.22
Head To Head,2018-100mb00000000019-80e59e32e99c11,2018-100mb00000000045-f658f1b6f88a11,K L Rahul,Ravichandran Ashwin,11,1,12,9,133.33,2,22.22,4.50,7,5,1,0,1,0,9.00,33.33,0,1.71
Head To Head,2018-100mb00000000019-80e59e32e99c11,2019-100mb00000000066-573f78a31e3711,K L Rahul,Trent Boult,6,0,6,4,150.00,1,25.00,4.00,3,2,0,0,1,0,4.00,66.67,0,2.00
Head To Head,2018-100mb00000000019-80e59e32e99c11,2019-100mb00000000109-5cc123ab449411,K L Rahul,Avesh Khan,30,2,32,14,228.57,4,28.57,3.50,11,4,3,0,2,2,3.50,62.50,1,2.91
Head To Head,2018-100mb00000000019-80e59e32e99c11,2019-100mb00000000220-18a6ceb644c011,K L Rahul,Sandeep Sharma,10,1,11,11,100.00,5,45.45,2.20,6,4,1,0,1,0,11.00,36.36,0,1.83
Head To Head,2018-100mb00000000023-201fd633e99d11,2019-100mb00000000066-573f78a31e3711,Marcus Stoinis,Trent Boult,0,0,0,3,0.00,3,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2018-100mb00000000023-201fd633e99d11,2019-100mb00000000220-18a6ceb644c011,Marcus Stoinis,Sandeep Sharma,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2019-100mb00000000136-9313d156449c11,2018-100mb00000000010-b76159ade99b11,Nicholas Pooran,Yuzvendra Chahal,4,0,4,4,100.00,1,25.00,4.00,3,2,1,0,0,0,0.00,0.00,0,1.33
Head To Head,2019-100mb00000000136-9313d156449c11,2018-100mb00000000045-f658f1b6f88a11,Nicholas Pooran,Ravichandran Ashwin,5,1,6,3,200.00,0,33.33,3.00,2,1,0,0,1,0,3.00,66.67,0,3.00
Head To Head,2019-100mb00000000136-9313d156449c11,2019-100mb00000000109-5cc123ab449411,Nicholas Pooran,Avesh Khan,2,0,2,3,66.67,1,33.33,3.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000136-9313d156449c11,2019-100mb00000000220-18a6ceb644c011,Nicholas Pooran,Sandeep Sharma,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2019-100mb00000000170-9429250944ae11,2019-100mb00000000066-573f78a31e3711,Quinton De Kock,Trent Boult,8,0,8,3,266.67,1,33.33,3.00,2,0,0,0,2,0,1.50,100.00,1,4.00
Head To Head,2019-100mb00000000215-f86e728844bc11,2018-100mb00000000010-b76159ade99b11,Deepak Hooda,Yuzvendra Chahal,17,0,17,11,154.55,2,18.18,5.50,9,5,2,0,2,0,5.50,47.06,0,1.89
Head To Head,2019-100mb00000000215-f86e728844bc11,2018-100mb00000000045-f658f1b6f88a11,Deepak Hooda,Ravichandran Ashwin,8,0,8,7,114.29,2,28.57,3.50,5,4,0,0,1,0,7.00,50.00,1,1.60
Head To Head,2019-100mb00000000215-f86e728844bc11,2019-100mb00000000066-573f78a31e3711,Deepak Hooda,Trent Boult,16,5,21,8,262.50,2,25.00,4.00,6,2,1,0,3,0,2.67,57.14,0,3.50
Head To Head,2019-100mb00000000215-f86e728844bc11,2019-100mb00000000109-5cc123ab449411,Deepak Hooda,Avesh Khan,4,0,4,3,133.33,1,33.33,3.00,2,1,0,1,0,0,0.00,0.00,0,2.00
Head To Head,2019-100mb00000000215-f86e728844bc11,2019-100mb00000000220-18a6ceb644c011,Deepak Hooda,Sandeep Sharma,5,0,5,2,250.00,0,0.00,0.00,2,1,0,0,1,0,2.00,80.00,0,2.50
Head To Head,2022-100mb00000000985-f5950061a44811,2018-100mb00000000045-f658f1b6f88a11,Ayush Badoni,Ravichandran Ashwin,9,5,14,5,280.00,1,20.00,5.00,4,1,2,0,1,0,5.00,28.57,0,3.50
Head To Head,2022-100mb00000000985-f5950061a44811,2019-100mb00000000066-573f78a31e3711,Ayush Badoni,Trent Boult,3,1,4,2,200.00,0,0.00,0.00,2,1,1,0,0,0,0.00,0.00,0,2.00
Head To Head,2022-100mb00000000985-f5950061a44811,2019-100mb00000000109-5cc123ab449411,Ayush Badoni,Avesh Khan,2,1,3,2,150.00,0,50.00,2.00,1,0,1,0,0,0,0.00,0.00,0,3.00
Head To Head,2022-100mb00000000985-f5950061a44811,2019-100mb00000000220-18a6ceb644c011,Ayush Badoni,Sandeep Sharma,4,0,4,4,100.00,0,0.00,0.00,4,4,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000182-b78f12ef44b611,2019-100mb00000000071-8ee448c81e3711,Jos Buttler,Matt Henry,19,1,20,8,250.00,1,25.00,4.00,6,2,0,1,2,1,2.67,70.00,0,3.33
Head To Head,2019-100mb00000000182-b78f12ef44b611,2020-100mb00000000541-c84d8371639b11,Jos Buttler,Mohsin Khan,10,0,10,7,142.86,2,28.57,3.50,5,2,2,0,1,0,7.00,40.00,0,2.00
Head To Head,2019-100mb00000000182-b78f12ef44b611,2022-100mb00000001550-b8b1d54854ee11,Jos Buttler,Yash Thakur,5,0,5,3,166.67,1,33.33,3.00,2,1,0,0,1,0,3.00,80.00,1,2.50
Head To Head,2019-100mb00000000189-ac8c327a44b711,2018-100mb00000000017-5e389774e99c11,Riyan Parag,Krunal Pandya,5,0,5,4,125.00,0,0.00,0.00,4,3,1,0,0,0,0.00,0.00,0,1.25
Head To Head,2019-100mb00000000189-ac8c327a44b711,2018-100mb00000000023-201fd633e99d11,Riyan Parag,Marcus Stoinis,2,0,2,4,50.00,2,50.00,2.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000189-ac8c327a44b711,2019-100mb00000000107-ae56fbc5449311,Riyan Parag,Amit Mishra,7,0,7,3,233.33,1,33.33,3.00,2,1,0,0,0,1,3.00,85.71,1,3.50
Head To Head,2019-100mb00000000190-c62cbae544b711,2018-100mb00000000017-5e389774e99c11,Sanju Samson,Krunal Pandya,12,0,12,9,133.33,0,0.00,0.00,9,8,0,0,1,0,9.00,33.33,0,1.33
Head To Head,2019-100mb00000000190-c62cbae544b711,2018-100mb00000000023-201fd633e99d11,Sanju Samson,Marcus Stoinis,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
