KPI,BatsManID,BowlerID,BatsManName,BowlerName,Runs,RunsThroughExtras,TotalRuns,BallsFaced,StrikeRate,DotBalls,DBPercent,DotBallFrequency,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,BdryFreq,BdryPercent,WicketLost,RPSS
Head To Head,2022-100mb00000000976-79aa33cca44611,2018-100mb00000000014-227bc550e99c11,Sai Sudharsan,Kuldeep Yadav,15,0,15,11,136.36,2,18.18,5.50,9,5,3,0,1,0,11.00,26.67,0,1.67
Head To Head,2022-100mb00000000976-79aa33cca44611,2019-100mb00000000110-79ae08f5449411,Sai Sudharsan,Axar Patel,22,0,22,9,244.44,0,0.00,0.00,9,4,2,0,2,1,3.00,63.64,0,2.44
Head To Head,2022-100mb00000000976-79aa33cca44611,2019-100mb00000000142-040303a144a811,Sai Sudharsan,Anrich Nortje,16,0,16,8,200.00,3,37.50,2.67,5,2,0,0,2,1,2.67,87.50,0,3.20
Head To Head,2022-100mb00000000976-79aa33cca44611,2019-100mb00000000172-1befbbeb44af11,Sai Sudharsan,Rasikh Salam,6,0,6,7,85.71,4,57.14,1.75,3,2,0,0,1,0,7.00,66.67,1,2.00
Head To Head,2022-100mb00000000976-79aa33cca44611,2022-100mb00000001462-cbc59298427c11,Sai Sudharsan,Mukesh Kumar,5,0,5,3,166.67,1,33.33,3.00,2,1,0,0,1,0,3.00,80.00,0,2.50
Head To Head,2022-100mb00000001354-5a766b041e0411,2018-100mb00000000014-227bc550e99c11,Azmatullah Omarzai,Kuldeep Yadav,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2022-100mb00000001354-5a766b041e0411,2019-100mb00000000110-79ae08f5449411,Azmatullah Omarzai,Axar Patel,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2018-100mb00000000013-1031ba8ae99c11,2018-100mb00000000033-d93110bbf88911,Dinesh Karthik,Pat Cummins,4,1,5,2,250.00,1,50.00,2.00,1,0,0,0,1,0,2.00,80.00,1,5.00
Head To Head,2018-100mb00000000013-1031ba8ae99c11,2019-100mb00000000180-1352e0b244b611,Dinesh Karthik,Jaydev Unadkat,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000013-1031ba8ae99c11,2019-100mb00000000224-85b4cb8c44c011,Dinesh Karthik,T Natarajan,6,1,7,3,233.33,0,33.33,3.00,2,0,1,0,1,0,3.00,57.14,0,3.50
Head To Head,2018-wicb00000000002-47ea5a6ae99a11,2018-100mb00000000015-3501d442e99c11,Virat Kohli,Bhuvneshwar Kumar,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-wicb00000000002-47ea5a6ae99a11,2018-100mb00000000033-d93110bbf88911,Virat Kohli,Pat Cummins,12,0,12,6,200.00,0,0.00,0.00,6,4,0,0,2,0,3.00,66.67,0,2.00
Head To Head,2018-wicb00000000002-47ea5a6ae99a11,2019-100mb00000000087-98d4e401342511,Virat Kohli,Mayank Markande,5,0,5,6,83.33,1,16.67,6.00,5,5,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-wicb00000000002-47ea5a6ae99a11,2019-100mb00000000180-1352e0b244b611,Virat Kohli,Jaydev Unadkat,7,1,8,9,88.89,2,33.33,3.00,6,5,1,0,0,0,0.00,0.00,1,1.33
Head To Head,2018-wicb00000000002-47ea5a6ae99a11,2019-100mb00000000212-9df3a24d44bc11,Virat Kohli,Abhishek Sharma,8,0,8,4,200.00,0,0.00,0.00,4,2,1,0,1,0,4.00,50.00,0,2.00
Head To Head,2018-wicb00000000002-47ea5a6ae99a11,2019-100mb00000000224-85b4cb8c44c011,Virat Kohli,T Natarajan,13,0,13,6,216.67,1,16.67,6.00,5,3,0,0,1,1,3.00,76.92,0,2.60
Head To Head,2018-wicb00000000002-47ea5a6ae99a11,2020-100mb00000000523-53bc4c09638b11,Virat Kohli,Shahbaz Ahmed,5,0,5,10,50.00,5,50.00,2.00,5,5,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000094-1e8fa14543ee11,2018-100mb00000000015-3501d442e99c11,Faf Du Plessis,Bhuvneshwar Kumar,13,0,13,4,325.00,0,0.00,0.00,4,1,0,0,3,0,1.33,92.31,0,3.25
Head To Head,2019-100mb00000000094-1e8fa14543ee11,2018-100mb00000000033-d93110bbf88911,Faf Du Plessis,Pat Cummins,10,0,10,3,333.33,0,0.00,0.00,3,0,2,0,0,1,3.00,60.00,0,3.33
Head To Head,2019-100mb00000000094-1e8fa14543ee11,2019-100mb00000000212-9df3a24d44bc11,Faf Du Plessis,Abhishek Sharma,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000094-1e8fa14543ee11,2019-100mb00000000224-85b4cb8c44c011,Faf Du Plessis,T Natarajan,0,0,0,3,0.00,3,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2019-100mb00000000184-117a285844b711,2018-100mb00000000033-d93110bbf88911,Mahipal Lomror,Pat Cummins,5,0,5,2,250.00,0,0.00,0.00,2,1,0,0,1,0,2.00,80.00,0,2.50
Head To Head,2019-100mb00000000184-117a285844b711,2019-100mb00000000180-1352e0b244b611,Mahipal Lomror,Jaydev Unadkat,2,1,3,2,150.00,1,50.00,2.00,1,0,1,0,0,0,0.00,0.00,1,3.00
Head To Head,2020-100mb00000000550-247665a42ff311,2018-100mb00000000033-d93110bbf88911,Cameron Green,Pat Cummins,19,0,19,7,271.43,0,0.00,0.00,7,3,0,0,4,0,1.75,84.21,0,2.71
Head To Head,2020-100mb00000000550-247665a42ff311,2019-100mb00000000180-1352e0b244b611,Cameron Green,Jaydev Unadkat,11,1,12,7,171.43,0,0.00,0.00,7,5,1,0,1,0,7.00,33.33,0,1.71
Head To Head,2020-100mb00000000550-247665a42ff311,2019-100mb00000000224-85b4cb8c44c011,Cameron Green,T Natarajan,5,1,6,4,150.00,0,0.00,0.00,4,3,1,0,0,0,0.00,0.00,0,1.50
Head To Head,2020-100mb00000000550-247665a42ff311,2020-100mb00000000523-53bc4c09638b11,Cameron Green,Shahbaz Ahmed,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2021-100mb00000000597-a0edfee691e511,2018-100mb00000000033-d93110bbf88911,Rajat Patidar,Pat Cummins,3,0,3,3,100.00,0,0.00,0.00,3,3,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2021-100mb00000000597-a0edfee691e511,2019-100mb00000000087-98d4e401342511,Rajat Patidar,Mayank Markande,34,1,35,9,388.89,0,0.00,0.00,9,4,0,0,0,5,1.80,85.71,0,3.89
Head To Head,2021-100mb00000000597-a0edfee691e511,2019-100mb00000000180-1352e0b244b611,Rajat Patidar,Jaydev Unadkat,7,0,7,5,140.00,1,20.00,5.00,4,3,0,0,1,0,5.00,57.14,1,1.75
Head To Head,2021-100mb00000000597-a0edfee691e511,2020-100mb00000000523-53bc4c09638b11,Rajat Patidar,Shahbaz Ahmed,6,0,6,3,200.00,0,0.00,0.00,3,2,0,0,1,0,3.00,66.67,0,2.00
Head To Head,2022-100mb00000001483-5afb915c543411,2018-100mb00000000033-d93110bbf88911,Swapnil Singh,Pat Cummins,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2022-100mb00000001483-5afb915c543411,2019-100mb00000000224-85b4cb8c44c011,Swapnil Singh,T Natarajan,11,0,11,5,220.00,2,40.00,2.50,3,1,0,0,1,1,2.50,90.91,1,3.67
Head To Head,2023-100mb00000001941-9401571cc40411,2019-100mb00000000087-98d4e401342511,Will Jacks,Mayank Markande,2,0,2,3,66.67,1,33.33,3.00,2,2,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2023-100mb00000001941-9401571cc40411,2019-100mb00000000224-85b4cb8c44c011,Will Jacks,T Natarajan,3,0,3,3,100.00,0,0.00,0.00,3,3,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2023-100mb00000001941-9401571cc40411,2020-100mb00000000523-53bc4c09638b11,Will Jacks,Shahbaz Ahmed,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000015-3501d442e99c11,2019-100mb00000000098-7a8c366b43f611,Bhuvneshwar Kumar,Karn Sharma,4,1,5,5,100.00,4,80.00,1.25,1,0,0,0,1,0,5.00,80.00,0,5.00
Head To Head,2018-100mb00000000015-3501d442e99c11,2020-100mb00000000550-247665a42ff311,Bhuvneshwar Kumar,Cameron Green,9,0,9,8,112.50,5,62.50,1.60,3,1,0,0,2,0,4.00,88.89,1,3.00
Head To Head,2018-100mb00000000033-d93110bbf88911,2019-100mb00000000098-7a8c366b43f611,Pat Cummins,Karn Sharma,16,0,16,7,228.57,1,14.29,7.00,6,2,2,0,1,1,3.50,62.50,0,2.67
Head To Head,2018-100mb00000000033-d93110bbf88911,2020-100mb00000000550-247665a42ff311,Pat Cummins,Cameron Green,0,1,1,1,100.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2018-100mb00000000033-d93110bbf88911,2022-100mb00000000978-bc824605a44611,Pat Cummins,Yash Dayal,2,0,2,4,50.00,2,50.00,2.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000033-d93110bbf88911,2022-100mb00000001483-5afb915c543411,Pat Cummins,Swapnil Singh,13,0,13,3,433.33,0,0.00,0.00,3,1,0,0,0,2,1.50,92.31,0,4.33
Head To Head,2018-100mb00000000037-4e250de6f88a11,2023-100mb00000001941-9401571cc40411,Travis Head,Will Jacks,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2019-100mb00000000180-1352e0b244b611,2019-100mb00000000063-d9aa7a01187311,Jaydev Unadkat,Mohammed Siraj,1,2,3,6,50.00,4,83.33,1.20,1,1,0,0,0,0,0.00,0.00,0,3.00
Head To Head,2019-100mb00000000180-1352e0b244b611,2019-100mb00000000069-7aeb5c411e3711,Jaydev Unadkat,Lockie Ferguson,6,0,6,2,300.00,0,0.00,0.00,2,0,1,0,1,0,2.00,66.67,0,3.00
Head To Head,2019-100mb00000000180-1352e0b244b611,2020-100mb00000000550-247665a42ff311,Jaydev Unadkat,Cameron Green,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2019-100mb00000000180-1352e0b244b611,2022-100mb00000000978-bc824605a44611,Jaydev Unadkat,Yash Dayal,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000202-438eed6944ba11,2022-100mb00000001483-5afb915c543411,Heinrich Klaasen,Swapnil Singh,7,1,8,2,400.00,1,50.00,2.00,2,1,0,0,0,1,2.00,75.00,1,4.00
Head To Head,2019-100mb00000000212-9df3a24d44bc11,2019-100mb00000000063-d9aa7a01187311,Abhishek Sharma,Mohammed Siraj,6,1,7,3,233.33,0,0.00,0.00,3,2,0,0,1,0,3.00,57.14,0,2.33
Head To Head,2019-100mb00000000212-9df3a24d44bc11,2022-100mb00000000978-bc824605a44611,Abhishek Sharma,Yash Dayal,4,1,5,2,250.00,1,50.00,2.00,1,0,0,0,1,0,2.00,80.00,1,5.00
Head To Head,2019-100mb00000000212-9df3a24d44bc11,2023-100mb00000001941-9401571cc40411,Abhishek Sharma,Will Jacks,21,0,21,8,262.50,1,12.50,8.00,7,3,1,0,1,2,2.67,76.19,0,3.00
Head To Head,2019-100mb00000000287-ca1a6bb17ae311,2019-100mb00000000063-d9aa7a01187311,Aiden Markram,Mohammed Siraj,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000287-ca1a6bb17ae311,2022-100mb00000000978-bc824605a44611,Aiden Markram,Yash Dayal,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000287-ca1a6bb17ae311,2022-100mb00000001483-5afb915c543411,Aiden Markram,Swapnil Singh,4,0,4,2,200.00,1,50.00,2.00,1,0,0,0,1,0,2.00,100.00,1,4.00
Head To Head,2019-100mb00000000287-ca1a6bb17ae311,2023-100mb00000001941-9401571cc40411,Aiden Markram,Will Jacks,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2020-100mb00000000523-53bc4c09638b11,2019-100mb00000000063-d9aa7a01187311,Shahbaz Ahmed,Mohammed Siraj,7,0,7,8,87.50,2,25.00,4.00,6,5,1,0,0,0,0.00,0.00,0,1.17
Head To Head,2020-100mb00000000523-53bc4c09638b11,2019-100mb00000000069-7aeb5c411e3711,Shahbaz Ahmed,Lockie Ferguson,14,0,14,7,200.00,2,28.57,3.50,5,2,1,0,1,1,3.50,71.43,0,2.80
Head To Head,2020-100mb00000000523-53bc4c09638b11,2019-100mb00000000098-7a8c366b43f611,Shahbaz Ahmed,Karn Sharma,5,0,5,7,71.43,2,28.57,3.50,5,5,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2020-100mb00000000523-53bc4c09638b11,2020-100mb00000000550-247665a42ff311,Shahbaz Ahmed,Cameron Green,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2020-100mb00000000523-53bc4c09638b11,2022-100mb00000000978-bc824605a44611,Shahbaz Ahmed,Yash Dayal,7,2,9,7,128.57,2,28.57,3.50,5,3,2,0,0,0,0.00,0.00,0,1.80
Head To Head,2020-100mb00000000523-53bc4c09638b11,2022-100mb00000001483-5afb915c543411,Shahbaz Ahmed,Swapnil Singh,5,0,5,6,83.33,1,16.67,6.00,5,5,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2020-100mb00000000525-4d2e1ac6639511,2019-100mb00000000069-7aeb5c411e3711,Abdul Samad,Lockie Ferguson,8,0,8,3,266.67,0,0.00,0.00,3,2,0,0,0,1,3.00,75.00,0,2.67
Head To Head,2020-100mb00000000525-4d2e1ac6639511,2019-100mb00000000098-7a8c366b43f611,Abdul Samad,Karn Sharma,2,0,2,3,66.67,1,33.33,3.00,2,2,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2023-100mb00000001944-c9a4b0e8c40511,2019-100mb00000000063-d9aa7a01187311,Nitish Kumar Reddy,Mohammed Siraj,3,0,3,4,75.00,2,50.00,2.00,2,1,1,0,0,0,0.00,0.00,0,1.50
Head To Head,2023-100mb00000001944-c9a4b0e8c40511,2019-100mb00000000098-7a8c366b43f611,Nitish Kumar Reddy,Karn Sharma,0,1,1,2,50.00,2,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2023-100mb00000001944-c9a4b0e8c40511,2022-100mb00000000978-bc824605a44611,Nitish Kumar Reddy,Yash Dayal,0,0,0,2,0.00,2,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2023-100mb00000001944-c9a4b0e8c40511,2022-100mb00000001483-5afb915c543411,Nitish Kumar Reddy,Swapnil Singh,10,0,10,5,200.00,0,0.00,0.00,5,4,0,0,0,1,5.00,60.00,0,2.00
Head To Head,2018-100mb00000000012-ea4c47d2e99b11,2019-100mb00000000116-dbd48930449611,Shreyas Iyer,Kagiso Rabada,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000012-ea4c47d2e99b11,2019-100mb00000000125-2485f88b449911,Shreyas Iyer,Arshdeep Singh,3,0,3,3,100.00,1,33.33,3.00,2,1,1,0,0,0,0.00,0.00,1,1.50
Head To Head,2018-100mb00000000012-ea4c47d2e99b11,2019-100mb00000000138-5bd8fcf6449d11,Shreyas Iyer,Sam Curran,23,0,23,5,460.00,0,0.00,0.00,5,1,0,0,1,3,1.25,95.65,0,4.60
Head To Head,2019-100mb00000000141-e67c41d144a711,2019-100mb00000000125-2485f88b449911,Andre Russell,Arshdeep Singh,10,3,13,3,433.33,1,33.33,3.00,2,0,0,0,1,1,1.50,76.92,1,6.50
Head To Head,2019-100mb00000000141-e67c41d144a711,2019-100mb00000000130-89338eb7449a11,Andre Russell,Harpreet Brar,7,0,7,4,175.00,2,50.00,2.00,2,1,0,0,0,1,4.00,85.71,0,3.50
Head To Head,2019-100mb00000000141-e67c41d144a711,2019-100mb00000000138-5bd8fcf6449d11,Andre Russell,Sam Curran,6,0,6,3,200.00,1,33.33,3.00,2,0,1,0,1,0,3.00,66.67,0,3.00
Head To Head,2019-100mb00000000141-e67c41d144a711,2019-100mb00000000171-b2aa538f44ae11,Andre Russell,Rahul Chahar,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000152-335aed3d44aa11,2019-100mb00000000114-8c98068c449611,Rinku Singh,Harshal Patel,4,0,4,2,200.00,1,50.00,2.00,1,0,0,0,1,0,2.00,100.00,1,4.00
Head To Head,2019-100mb00000000152-335aed3d44aa11,2019-100mb00000000125-2485f88b449911,Rinku Singh,Arshdeep Singh,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000156-a6b6f42c44aa11,2019-100mb00000000114-8c98068c449611,Sunil Narine,Harshal Patel,12,0,12,5,240.00,1,20.00,5.00,4,2,0,0,1,1,2.50,83.33,0,3.00
Head To Head,2019-100mb00000000156-a6b6f42c44aa11,2019-100mb00000000116-dbd48930449611,Sunil Narine,Kagiso Rabada,24,2,26,8,325.00,1,12.50,8.00,7,2,0,0,4,1,1.60,84.62,0,3.71
Head To Head,2019-100mb00000000156-a6b6f42c44aa11,2019-100mb00000000125-2485f88b449911,Sunil Narine,Arshdeep Singh,11,2,13,4,325.00,1,25.00,4.00,3,1,0,0,1,1,2.00,76.92,0,4.33
Head To Head,2019-100mb00000000156-a6b6f42c44aa11,2019-100mb00000000138-5bd8fcf6449d11,Sunil Narine,Sam Curran,11,0,11,6,183.33,2,33.33,3.00,4,1,1,0,2,0,3.00,72.73,0,2.75
Head To Head,2019-100mb00000000156-a6b6f42c44aa11,2019-100mb00000000171-b2aa538f44ae11,Sunil Narine,Rahul Chahar,13,0,13,9,144.44,4,44.44,2.25,5,3,0,0,1,1,4.50,76.92,1,2.60
Head To Head,2021-100mb00000000584-a3f48c1791dd11,2019-100mb00000000114-8c98068c449611,Venkatesh Iyer,Harshal Patel,0,1,1,1,100.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2021-100mb00000000584-a3f48c1791dd11,2019-100mb00000000116-dbd48930449611,Venkatesh Iyer,Kagiso Rabada,7,0,7,4,175.00,1,25.00,4.00,3,1,1,0,1,0,4.00,57.14,0,2.33
Head To Head,2021-100mb00000000584-a3f48c1791dd11,2019-100mb00000000125-2485f88b449911,Venkatesh Iyer,Arshdeep Singh,9,0,9,4,225.00,1,25.00,4.00,3,1,1,0,0,1,4.00,66.67,0,3.00
Head To Head,2021-100mb00000000584-a3f48c1791dd11,2019-100mb00000000130-89338eb7449a11,Venkatesh Iyer,Harpreet Brar,12,0,12,6,200.00,1,16.67,6.00,5,2,2,0,0,1,6.00,50.00,0,2.40
Head To Head,2021-100mb00000000584-a3f48c1791dd11,2019-100mb00000000138-5bd8fcf6449d11,Venkatesh Iyer,Sam Curran,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2021-100mb00000000584-a3f48c1791dd11,2019-100mb00000000171-b2aa538f44ae11,Venkatesh Iyer,Rahul Chahar,10,1,11,7,157.14,2,42.86,2.33,4,2,0,0,2,0,3.50,72.73,0,2.75
Head To Head,2022-100mb00000000991-d9fbad51a44b11,2019-100mb00000000114-8c98068c449611,Ramandeep Singh,Harshal Patel,6,1,7,3,233.33,1,66.67,1.50,1,0,0,0,0,1,3.00,85.71,0,7.00
Head To Head,2022-100mb00000001220-372333e3f9f711,2019-100mb00000000114-8c98068c449611,Phil Salt,Harshal Patel,24,1,25,7,357.14,1,28.57,3.50,6,2,0,0,1,3,1.75,88.00,0,4.17
Head To Head,2022-100mb00000001220-372333e3f9f711,2019-100mb00000000116-dbd48930449611,Phil Salt,Kagiso Rabada,15,2,17,4,425.00,0,0.00,0.00,4,1,0,0,2,1,1.33,82.35,0,4.25
Head To Head,2022-100mb00000001220-372333e3f9f711,2019-100mb00000000125-2485f88b449911,Phil Salt,Arshdeep Singh,6,0,6,8,75.00,5,62.50,1.60,3,2,0,0,1,0,8.00,66.67,0,2.00
Head To Head,2022-100mb00000001220-372333e3f9f711,2019-100mb00000000130-89338eb7449a11,Phil Salt,Harpreet Brar,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2022-100mb00000001220-372333e3f9f711,2019-100mb00000000138-5bd8fcf6449d11,Phil Salt,Sam Curran,19,0,19,9,211.11,3,33.33,3.00,6,3,0,0,1,2,3.00,84.21,1,3.17
Head To Head,2022-100mb00000001220-372333e3f9f711,2019-100mb00000000171-b2aa538f44ae11,Phil Salt,Rahul Chahar,9,0,9,6,150.00,1,16.67,6.00,5,3,1,0,1,0,6.00,44.44,0,1.80
Head To Head,2019-100mb00000000137-d774e3d1449c11,2019-100mb00000000156-a6b6f42c44aa11,Prabhsimran Singh,Sunil Narine,11,0,11,4,275.00,1,25.00,4.00,3,1,0,0,1,1,2.00,90.91,0,3.67
Head To Head,2019-100mb00000000137-d774e3d1449c11,2019-100mb00000000160-970c8ab644ac11,Prabhsimran Singh,Anukul Roy,7,0,7,3,233.33,0,0.00,0.00,3,1,1,0,1,0,3.00,57.14,0,2.33
Head To Head,2019-100mb00000000137-d774e3d1449c11,2021-100mb00000000608-14fdf8c4e64711,Prabhsimran Singh,Dushmantha Chameera,23,2,25,9,277.78,2,33.33,3.00,6,1,1,0,2,2,2.25,80.00,0,4.17
Head To Head,2019-100mb00000000137-d774e3d1449c11,2022-100mb00000001013-30676520bcc011,Prabhsimran Singh,Harshit Rana,13,0,13,4,325.00,1,25.00,4.00,3,1,0,0,0,2,2.00,92.31,0,4.33
Head To Head,2019-100mb00000000191-df21803b44b711,2019-100mb00000000140-a41b85f2449d11,Shashank Singh,Varun Chakaravarthy,16,0,16,5,320.00,0,0.00,0.00,5,2,1,0,0,2,2.50,75.00,0,3.20
Head To Head,2019-100mb00000000191-df21803b44b711,2019-100mb00000000156-a6b6f42c44aa11,Shashank Singh,Sunil Narine,3,0,3,7,42.86,4,57.14,1.75,3,3,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000191-df21803b44b711,2021-100mb00000000608-14fdf8c4e64711,Shashank Singh,Dushmantha Chameera,18,0,18,6,300.00,3,50.00,2.00,3,0,0,0,0,3,2.00,100.00,0,6.00
Head To Head,2019-100mb00000000191-df21803b44b711,2022-100mb00000000991-d9fbad51a44b11,Shashank Singh,Ramandeep Singh,8,0,8,3,266.67,0,0.00,0.00,3,2,0,0,0,1,3.00,75.00,0,2.67
Head To Head,2019-100mb00000000191-df21803b44b711,2022-100mb00000001013-30676520bcc011,Shashank Singh,Harshit Rana,23,1,24,7,342.86,0,0.00,0.00,7,3,0,0,2,2,1.75,83.33,0,3.43
Head To Head,2019-100mb00000000216-33c1188144bd11,2019-100mb00000000140-a41b85f2449d11,Jonny Bairstow,Varun Chakaravarthy,25,0,25,9,277.78,2,22.22,4.50,7,3,0,0,1,3,2.25,88.00,0,3.57
Head To Head,2019-100mb00000000216-33c1188144bd11,2019-100mb00000000141-e67c41d144a711,Jonny Bairstow,Andre Russell,20,0,20,8,250.00,2,25.00,4.00,6,2,1,0,1,2,2.67,80.00,0,3.33
Head To Head,2019-100mb00000000216-33c1188144bd11,2019-100mb00000000156-a6b6f42c44aa11,Jonny Bairstow,Sunil Narine,10,0,10,8,125.00,2,25.00,4.00,6,4,1,0,1,0,8.00,40.00,0,1.67
Head To Head,2019-100mb00000000216-33c1188144bd11,2019-100mb00000000160-970c8ab644ac11,Jonny Bairstow,Anukul Roy,29,0,29,9,322.22,2,22.22,4.50,7,1,0,0,4,2,1.50,96.55,1,4.14
Head To Head,2019-100mb00000000216-33c1188144bd11,2021-100mb00000000608-14fdf8c4e64711,Jonny Bairstow,Dushmantha Chameera,6,0,6,3,200.00,0,0.00,0.00,3,2,0,0,1,0,3.00,66.67,0,2.00
Head To Head,2019-100mb00000000216-33c1188144bd11,2022-100mb00000000991-d9fbad51a44b11,Jonny Bairstow,Ramandeep Singh,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000216-33c1188144bd11,2022-100mb00000001013-30676520bcc011,Jonny Bairstow,Harshit Rana,17,1,18,10,180.00,3,40.00,2.50,6,3,1,0,0,2,5.00,66.67,0,3.00
Head To Head,2022-100mb00000001426-5cf9b7f5336311,2019-100mb00000000140-a41b85f2449d11,Rilee Rossouw,Varun Chakaravarthy,5,0,5,4,125.00,0,0.00,0.00,4,3,1,0,0,0,0.00,0.00,0,1.25
Head To Head,2022-100mb00000001426-5cf9b7f5336311,2019-100mb00000000141-e67c41d144a711,Rilee Rossouw,Andre Russell,14,2,16,4,400.00,0,0.00,0.00,4,2,0,0,0,2,2.00,75.00,0,4.00
Head To Head,2022-100mb00000001426-5cf9b7f5336311,2019-100mb00000000156-a6b6f42c44aa11,Rilee Rossouw,Sunil Narine,0,0,0,5,0.00,5,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2022-100mb00000001426-5cf9b7f5336311,2022-100mb00000001013-30676520bcc011,Rilee Rossouw,Harshit Rana,7,0,7,3,233.33,0,0.00,0.00,3,1,1,0,1,0,3.00,57.14,0,2.33
Head To Head,2018-100mb00000000044-e03a43dbf88a11,2019-100mb00000000071-8ee448c81e3711,Ajinkya Rahane,Matt Henry,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2018-100mb00000000046-06b5ba89f88b11,2018-100mb00000000017-5e389774e99c11,Ravindra Jadeja,Krunal Pandya,3,1,4,5,80.00,1,40.00,2.50,3,3,0,0,0,0,0.00,0.00,0,1.33
Head To Head,2018-100mb00000000046-06b5ba89f88b11,2018-100mb00000000023-201fd633e99d11,Ravindra Jadeja,Marcus Stoinis,4,1,5,3,166.67,1,66.67,1.50,1,0,0,0,1,0,3.00,80.00,0,5.00
Head To Head,2018-100mb00000000046-06b5ba89f88b11,2020-100mb00000000520-c2b1e0df638711,Ravindra Jadeja,Ravi Bishnoi,5,0,5,3,166.67,1,33.33,3.00,2,1,0,0,1,0,3.00,80.00,0,2.50
Head To Head,2018-100mb00000000046-06b5ba89f88b11,2020-100mb00000000541-c84d8371639b11,Ravindra Jadeja,Mohsin Khan,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2018-100mb00000000046-06b5ba89f88b11,2022-100mb00000001550-b8b1d54854ee11,Ravindra Jadeja,Yash Thakur,3,0,3,6,50.00,4,66.67,1.50,2,1,1,0,0,0,0.00,0.00,0,1.50
Head To Head,2019-100mb00000000057-57100cf415ba11,2018-100mb00000000023-201fd633e99d11,MS Dhoni,Marcus Stoinis,4,0,4,1,400.00,0,0.00,0.00,1,0,0,0,1,0,1.00,100.00,0,4.00
