InningsNo,OverNo,BattingTeamID,OutBatsman,OutDesc,BatsmanRuns,BatsmanBalls,OutBatsMan,BatsManRuns,BatsManBalls
1,8,20,Abhishek Sharma,c Lockie Ferguson b Reece Topley,34,22,,,
1,12,20,Travis Head,c Faf Du Plessis b Lockie Ferguson,102,41,,,
1,16,20,Heinrich Klaasen,c Vyshak Vijaykumar b Lockie Ferguson,67,31,,,
2,6,19,Virat Kohli,b Mayank Markande,42,20,,,
2,7,19,Will Jacks,ro (Jaydev Unadkat),7,4,,,
2,8,19,Rajat Patidar,c Nitish Kumar Reddy b Mayank Markande,9,5,,,
2,9,19,Saurav Chauhan,lbw Pat Cummins,0,1,,,
2,9,19,Faf Du Plessis,c Heinrich Klaasen b Pat Cummins,62,28,,,
2,14,19,Mahipal Lomror,b Pat Cummins,19,11,,,
2,18,19,Dinesh Karthik,c Heinrich Klaasen b T Natarajan,83,35,,,
1,8,20,Abhishek Sharma,c Lockie Ferguson b Reece Topley,34,22,,,
1,12,20,Travis Head,c Faf Du Plessis b Lockie Ferguson,102,41,,,
1,16,20,Heinrich Klaasen,c Vyshak Vijaykumar b Lockie Ferguson,67,31,,,
2,6,19,Virat Kohli,b Mayank Markande,42,20,,,
2,7,19,Will Jacks,ro (Jaydev Unadkat),7,4,,,
2,8,19,Rajat Patidar,c Nitish Kumar Reddy b Mayank Markande,9,5,,,
2,9,19,Saurav Chauhan,lbw Pat Cummins,0,1,,,
2,9,19,Faf Du Plessis,c Heinrich Klaasen b Pat Cummins,62,28,,,
2,14,19,Mahipal Lomror,b Pat Cummins,19,11,,,
2,18,19,Dinesh Karthik,c Heinrich Klaasen b T Natarajan,83,35,,,
1,1,35,Shubman Gill,c Prithvi Shaw b Ishant Sharma,8,6,,,
1,3,35,Wriddhiman Saha,b Mukesh Kumar,2,10,,,
1,4,35,David Miller,c Rishabh Pant b Ishant Sharma,2,6,,,
1,4,35,Sai Sudharsan,ro (Sumit Kumar),12,8,,,
1,8,35,Shahrukh Khan,st Rishabh Pant b Tristan Stubbs,0,1,,,
1,8,35,Abhinav Manohar,st Rishabh Pant b Tristan Stubbs,8,14,,,
1,11,35,Rahul Tewatia,lbw Axar Patel,10,14,,,
1,14,35,Mohit Sharma,c Sumit Kumar b Khaleel Ahmed,4,14,,,
1,17,35,Rashid Khan,c Rishabh Pant b Mukesh Kumar,31,24,,,
1,17,35,Noor Ahmad,b Mukesh Kumar,1,7,,,
2,1,14,Jake Fraser-McGurk,c Abhinav Manohar b Spencer Johnson,20,10,,,
2,2,14,Prithvi Shaw,c Sandeep Warrier b Sandeep Warrier,7,6,,,
2,4,14,Abishek Porel,b Sandeep Warrier,15,7,,,
2,5,14,Shai Hope,c Mohit Sharma b Rashid Khan,19,10,,,
1,1,35,Shubman Gill,c Prithvi Shaw b Ishant Sharma,8,6,,,
1,3,35,Wriddhiman Saha,b Mukesh Kumar,2,10,,,
1,4,35,David Miller,c Rishabh Pant b Ishant Sharma,2,6,,,
1,4,35,Sai Sudharsan,ro (Sumit Kumar),12,8,,,
1,8,35,Shahrukh Khan,st Rishabh Pant b Tristan Stubbs,0,1,,,
1,8,35,Abhinav Manohar,st Rishabh Pant b Tristan Stubbs,8,14,,,
1,11,35,Rahul Tewatia,lbw Axar Patel,10,14,,,
1,14,35,Mohit Sharma,c Sumit Kumar b Khaleel Ahmed,4,14,,,
1,17,35,Rashid Khan,c Rishabh Pant b Mukesh Kumar,31,24,,,
1,17,35,Noor Ahmad,b Mukesh Kumar,1,7,,,
2,1,14,Jake Fraser-McGurk,c Abhinav Manohar b Spencer Johnson,20,10,,,
2,2,14,Prithvi Shaw,c Sandeep Warrier b Sandeep Warrier,7,6,,,
2,4,14,Abishek Porel,b Sandeep Warrier,15,7,,,
2,5,14,Shai Hope,c Mohit Sharma b Rashid Khan,19,10,,,
1,3,16,Phil Salt,c & b Avesh Khan,10,13,,,
1,10,16,Angkrish Raghuvanshi,c Ravichandran Ashwin b Kuldeep Sen,30,18,,,
1,12,16,Shreyas Iyer,lbw Yuzvendra Chahal,11,7,,,
1,16,16,Andre Russell,c Dhruv Jurel b Avesh Khan,13,10,,,
1,17,16,Sunil Narine,b Trent Boult,109,56,,,
1,19,16,Venkatesh Iyer,c Dhruv Jurel b Kuldeep Sen,8,6,,,
2,1,18,Yashasvi Jaiswal,c Venkatesh Iyer b Vaibhav Arora,19,9,,,
2,4,18,Sanju Samson,c Sunil Narine b Harshit Rana,12,8,,,
2,7,18,Riyan Parag,c Andre Russell b Harshit Rana,34,14,,,
2,8,18,Dhruv Jurel,lbw Sunil Narine,2,4,,,
2,12,18,Shimron Hetmyer,c Shreyas Iyer b Varun Chakaravarthy,0,1,,,
2,12,18,Ravichandran Ashwin,c Angkrish Raghuvanshi b Varun Chakaravarthy,8,11,,,
2,16,18,Rovman Powell,lbw Sunil Narine,26,13,,,
2,17,18,Trent Boult,ro (Shreyas Iyer),0,1,,,
1,3,16,Phil Salt,c & b Avesh Khan,10,13,,,
1,10,16,Angkrish Raghuvanshi,c Ravichandran Ashwin b Kuldeep Sen,30,18,,,
1,12,16,Shreyas Iyer,lbw Yuzvendra Chahal,11,7,,,
1,16,16,Andre Russell,c Dhruv Jurel b Avesh Khan,13,10,,,
1,17,16,Sunil Narine,b Trent Boult,109,56,,,
1,19,16,Venkatesh Iyer,c Dhruv Jurel b Kuldeep Sen,8,6,,,
2,1,18,Yashasvi Jaiswal,c Venkatesh Iyer b Vaibhav Arora,19,9,,,
2,4,18,Sanju Samson,c Sunil Narine b Harshit Rana,12,8,,,
2,7,18,Riyan Parag,c Andre Russell b Harshit Rana,34,14,,,
2,8,18,Dhruv Jurel,lbw Sunil Narine,2,4,,,
2,12,18,Shimron Hetmyer,c Shreyas Iyer b Varun Chakaravarthy,0,1,,,
2,12,18,Ravichandran Ashwin,c Angkrish Raghuvanshi b Varun Chakaravarthy,8,11,,,
2,16,18,Rovman Powell,lbw Sunil Narine,26,13,,,
2,17,18,Trent Boult,ro (Shreyas Iyer),0,1,,,
1,2,17,Ishan Kishan,c Harpreet Brar b Kagiso Rabada,8,8,,,
1,11,17,Rohit Sharma,c Harpreet Brar b Sam Curran,36,25,,,
1,16,17,Suryakumar Yadav,c Prabhsimran Singh b Sam Curran,78,53,,,
1,17,17,Hardik Pandya,c Harpreet Brar b Harshal Patel,10,6,,,
1,19,17,Tim David,c Sam Curran b Harshal Patel,14,7,,,
1,19,17,Mohammad Nabi,ro (Harshal Patel),0,1,,,
1,19,17,Romario Shepherd,c Shashank Singh b Harshal Patel,1,2,,,
2,0,15,Prabhsimran Singh,c Ishan Kishan b Gerald Coetzee,0,1,,,
2,1,15,Sam Curran,c Ishan Kishan b Jasprit Bumrah,6,7,,,
2,1,15,Rilee Rossouw,b Jasprit Bumrah,1,3,,,
2,2,15,Liam Livingstone,c & b Gerald Coetzee,1,2,,,
2,6,15,Harpreet Bhatia,c & b Shreyas Gopal,13,15,,,
2,9,15,Jitesh Sharma,lbw Akash Madhwal,9,9,,,
2,12,15,Shashank Singh,c Tilak Varma b Jasprit Bumrah,41,25,,,
2,17,15,Ashutosh Sharma,c Mohammad Nabi b Gerald Coetzee,61,26,,,
2,18,15,Harpreet Brar,c Mohammad Nabi b Hardik Pandya,21,20,,,
2,19,15,Kagiso Rabada,ro (Mohammad Nabi),8,3,,,
1,2,17,Ishan Kishan,c Harpreet Brar b Kagiso Rabada,8,8,,,
1,11,17,Rohit Sharma,c Harpreet Brar b Sam Curran,36,25,,,
1,16,17,Suryakumar Yadav,c Prabhsimran Singh b Sam Curran,78,53,,,
1,17,17,Hardik Pandya,c Harpreet Brar b Harshal Patel,10,6,,,
1,19,17,Mohammad Nabi,ro (Harshal Patel),0,1,,,
1,19,17,Romario Shepherd,c Shashank Singh b Harshal Patel,1,2,,,
1,19,17,Tim David,c Sam Curran b Harshal Patel,14,7,,,
2,0,15,Prabhsimran Singh,c Ishan Kishan b Gerald Coetzee,0,1,,,
2,1,15,Sam Curran,c Ishan Kishan b Jasprit Bumrah,6,7,,,
2,1,15,Rilee Rossouw,b Jasprit Bumrah,1,3,,,
2,2,15,Liam Livingstone,c & b Gerald Coetzee,1,2,,,
2,6,15,Harpreet Bhatia,c & b Shreyas Gopal,13,15,,,
2,9,15,Jitesh Sharma,lbw Akash Madhwal,9,9,,,
2,12,15,Shashank Singh,c Tilak Varma b Jasprit Bumrah,41,25,,,
2,17,15,Ashutosh Sharma,c Mohammad Nabi b Gerald Coetzee,61,26,,,
2,18,15,Harpreet Brar,c Mohammad Nabi b Hardik Pandya,21,20,,,
2,19,15,Kagiso Rabada,ro (Mohammad Nabi),8,3,,,
1,1,13,Rachin Ravindra,b Mohsin Khan,0,1,,,
1,4,13,Ruturaj Gaikwad,c K L Rahul b Yash Thakur,17,13,,,
1,8,13,Ajinkya Rahane,b Krunal Pandya,36,24,,,
1,11,13,Shivam Dube,c K L Rahul b Marcus Stoinis,3,8,,,
1,12,13,Sameer Rizwi,st K L Rahul b Krunal Pandya,1,5,,,
1,17,13,Moeen Ali,c Ayush Badoni b Ravi Bishnoi,30,20,,,
2,14,77,Quinton De Kock,c MS Dhoni b Mustafizur Rahman,54,43,,,
2,17,77,K L Rahul,c Ravindra Jadeja b Matheesha Pathirana,82,53,,,
1,1,13,Rachin Ravindra,b Mohsin Khan,0,1,,,
1,4,13,Ruturaj Gaikwad,c K L Rahul b Yash Thakur,17,13,,,
1,8,13,Ajinkya Rahane,b Krunal Pandya,36,24,,,
1,11,13,Shivam Dube,c K L Rahul b Marcus Stoinis,3,8,,,
1,12,13,Sameer Rizwi,st K L Rahul b Krunal Pandya,1,5,,,
1,17,13,Moeen Ali,c Ayush Badoni b Ravi Bishnoi,30,20,,,
2,14,77,Quinton De Kock,c MS Dhoni b Mustafizur Rahman,54,43,,,
2,17,77,K L Rahul,c Ravindra Jadeja b Matheesha Pathirana,82,53,,,
1,6,20,Abhishek Sharma,c Axar Patel b Kuldeep Yadav,46,12,,,
1,6,20,Aiden Markram,c Axar Patel b Kuldeep Yadav,1,3,,,
1,8,20,Travis Head,c Tristan Stubbs b Kuldeep Yadav,89,32,,,
1,9,20,Heinrich Klaasen,b Axar Patel,15,8,,,
1,16,20,Nitish Kumar Reddy,c David Warner b Kuldeep Yadav,37,27,,,
1,19,20,Abdul Samad,c Anrich Nortje b Mukesh Kumar,13,8,,,
1,19,20,Pat Cummins,ro (Tristan Stubbs),1,1,,,
2,0,14,Prithvi Shaw,c Abdul Samad b Washington Sundar,16,5,,,
2,1,14,David Warner,c Pat Cummins b Bhuvneshwar Kumar,1,3,,,
2,6,14,Jake Fraser-McGurk,c Heinrich Klaasen b Mayank Markande,65,18,,,
2,8,14,Abishek Porel,st Heinrich Klaasen b Mayank Markande,42,22,,,
2,12,14,Tristan Stubbs,c Shahbaz Ahmed b Nitish Kumar Reddy,10,11,,,
2,14,14,Lalit Yadav,b T Natarajan,7,8,,,
2,18,14,Axar Patel,c Pat Cummins b T Natarajan,6,8,,,
2,18,14,Kuldeep Yadav,lbw T Natarajan,0,1,,,
2,18,14,Anrich Nortje,b T Natarajan,0,2,,,
2,19,14,Rishabh Pant,c T Natarajan b Nitish Kumar Reddy,44,35,,,
1,6,20,Abhishek Sharma,c Axar Patel b Kuldeep Yadav,46,12,,,
1,6,20,Aiden Markram,c Axar Patel b Kuldeep Yadav,1,3,,,
1,8,20,Travis Head,c Tristan Stubbs b Kuldeep Yadav,89,32,,,
1,9,20,Heinrich Klaasen,b Axar Patel,15,8,,,
1,16,20,Nitish Kumar Reddy,c David Warner b Kuldeep Yadav,37,27,,,
1,19,20,Abdul Samad,c Anrich Nortje b Mukesh Kumar,13,8,,,
1,19,20,Pat Cummins,ro (Tristan Stubbs),1,1,,,
2,0,14,Prithvi Shaw,c Abdul Samad b Washington Sundar,16,5,,,
2,1,14,David Warner,c Pat Cummins b Bhuvneshwar Kumar,1,3,,,
2,6,14,Jake Fraser-McGurk,c Heinrich Klaasen b Mayank Markande,65,18,,,
2,8,14,Abishek Porel,st Heinrich Klaasen b Mayank Markande,42,22,,,
2,12,14,Tristan Stubbs,c Shahbaz Ahmed b Nitish Kumar Reddy,10,11,,,
2,14,14,Lalit Yadav,b T Natarajan,7,8,,,
2,18,14,Axar Patel,c Pat Cummins b T Natarajan,6,8,,,
2,18,14,Kuldeep Yadav,lbw T Natarajan,0,1,,,
2,18,14,Anrich Nortje,b T Natarajan,0,2,,,
2,19,14,Rishabh Pant,c T Natarajan b Nitish Kumar Reddy,44,35,,,
1,4,16,Phil Salt,c Rajat Patidar b Mohammed Siraj,48,14,,,
1,5,16,Sunil Narine,c Virat Kohli b Yash Dayal,10,15,,,
1,5,16,Angkrish Raghuvanshi,c Cameron Green b Yash Dayal,3,4,,,
1,8,16,Venkatesh Iyer,c Mahipal Lomror b Cameron Green,16,8,,,
1,13,16,Rinku Singh,c Yash Dayal b Lockie Ferguson,24,16,,,
1,17,16,Shreyas Iyer,c Faf Du Plessis b Cameron Green,50,36,,,
2,2,19,Virat Kohli,c & b Harshit Rana,18,7,,,
2,3,19,Faf Du Plessis,c Venkatesh Iyer b Varun Chakaravarthy,7,7,,,
2,11,19,Will Jacks,c Angkrish Raghuvanshi b Andre Russell,55,32,,,
2,11,19,Rajat Patidar,c Harshit Rana b Andre Russell,52,23,,,
2,12,19,Mahipal Lomror,c & b Sunil Narine,4,3,,,
2,12,19,Cameron Green,c Ramandeep Singh b Sunil Narine,6,4,,,
2,17,19,Suyash S Prabhudessai,c Angkrish Raghuvanshi b Harshit Rana,24,18,,,
2,18,19,Dinesh Karthik,c Phil Salt b Andre Russell,25,18,,,
2,19,19,Karn Sharma,c & b Mitchell Starc,20,7,,,
2,19,19,Lockie Ferguson,ro (Ramandeep Singh),1,1,,,
1,4,16,Phil Salt,c Rajat Patidar b Mohammed Siraj,48,14,,,
1,5,16,Sunil Narine,c Virat Kohli b Yash Dayal,10,15,,,
1,5,16,Angkrish Raghuvanshi,c Cameron Green b Yash Dayal,3,4,,,
1,8,16,Venkatesh Iyer,c Mahipal Lomror b Cameron Green,16,8,,,
1,13,16,Rinku Singh,c Yash Dayal b Lockie Ferguson,24,16,,,
1,17,16,Shreyas Iyer,c Faf Du Plessis b Cameron Green,50,36,,,
2,2,19,Virat Kohli,c & b Harshit Rana,18,7,,,
2,3,19,Faf Du Plessis,c Venkatesh Iyer b Varun Chakaravarthy,7,7,,,
2,11,19,Will Jacks,c Angkrish Raghuvanshi b Andre Russell,55,32,,,
2,11,19,Rajat Patidar,c Harshit Rana b Andre Russell,52,23,,,
2,12,19,Mahipal Lomror,c & b Sunil Narine,4,3,,,
2,12,19,Cameron Green,c Ramandeep Singh b Sunil Narine,6,4,,,
2,17,19,Suyash S Prabhudessai,c Angkrish Raghuvanshi b Harshit Rana,24,18,,,
2,18,19,Dinesh Karthik,c Phil Salt b Andre Russell,25,18,,,
2,19,19,Lockie Ferguson,ro (Ramandeep Singh),1,1,,,
2,19,19,Karn Sharma,c & b Mitchell Starc,20,7,,,
1,5,15,Prabhsimran Singh,c Wriddhiman Saha b Mohit Sharma,35,20,,,
1,6,15,Rilee Rossouw,lbw Noor Ahmad,9,7,,,
1,7,15,Sam Curran,lbw Rashid Khan,20,19,,,
1,10,15,Liam Livingstone,c Rahul Tewatia b Noor Ahmad,6,9,,,
1,11,15,Jitesh Sharma,b Sai Kishore,13,12,,,
1,13,15,Ashutosh Sharma,c Mohit Sharma b Sai Kishore,3,8,,,
1,15,15,Shashank Singh,c & b Sai Kishore,8,12,,,
1,18,15,Harpreet Brar,c Shahrukh Khan b Sai Kishore,29,12,,,
1,19,15,Harpreet Bhatia,ro (Sai Sudharsan),14,19,,,
1,19,15,Harshal Patel,c Shahrukh Khan b Mohit Sharma,0,1,,,
2,3,35,Wriddhiman Saha,c Ashutosh Sharma b Arshdeep Singh,13,11,,,
2,9,35,Shubman Gill,c Kagiso Rabada b Liam Livingstone,35,29,,,
2,11,35,David Miller,b Liam Livingstone,4,6,,,
2,14,35,Sai Sudharsan,b Sam Curran,31,34,,,
2,15,35,Azmatullah Omarzai,c Jitesh Sharma b Harshal Patel,13,10,,,
2,18,35,Rashid Khan,c Rilee Rossouw b Harshal Patel,3,3,,,
2,18,35,Shahrukh Khan,b Harshal Patel,8,4,,,
1,5,15,Prabhsimran Singh,c Wriddhiman Saha b Mohit Sharma,35,20,,,
1,6,15,Rilee Rossouw,lbw Noor Ahmad,9,7,,,
1,7,15,Sam Curran,lbw Rashid Khan,20,19,,,
1,10,15,Liam Livingstone,c Rahul Tewatia b Noor Ahmad,6,9,,,
1,11,15,Jitesh Sharma,b Sai Kishore,13,12,,,
1,13,15,Ashutosh Sharma,c Mohit Sharma b Sai Kishore,3,8,,,
1,15,15,Shashank Singh,c & b Sai Kishore,8,12,,,
1,18,15,Harpreet Brar,c Shahrukh Khan b Sai Kishore,29,12,,,
1,19,15,Harpreet Bhatia,ro (Sai Sudharsan),14,19,,,
1,19,15,Harshal Patel,c Shahrukh Khan b Mohit Sharma,0,1,,,
2,3,35,Wriddhiman Saha,c Ashutosh Sharma b Arshdeep Singh,13,11,,,
2,9,35,Shubman Gill,c Kagiso Rabada b Liam Livingstone,35,29,,,
2,11,35,David Miller,b Liam Livingstone,4,6,,,
2,14,35,Sai Sudharsan,b Sam Curran,31,34,,,
2,15,35,Azmatullah Omarzai,c Jitesh Sharma b Harshal Patel,13,10,,,
2,18,35,Rashid Khan,c Rilee Rossouw b Harshal Patel,3,3,,,
2,18,35,Shahrukh Khan,b Harshal Patel,8,4,,,
1,0,17,Rohit Sharma,c Sanju Samson b Trent Boult,6,5,,,
1,1,17,Ishan Kishan,c Sanju Samson b Sandeep Sharma,0,3,,,
1,3,17,Suryakumar Yadav,c Rovman Powell b Sandeep Sharma,10,8,,,
1,7,17,Mohammad Nabi,c & b Yuzvendra Chahal,23,17,,,
1,16,17,Nehal Wadera,c Sandeep Sharma b Trent Boult,49,24,,,
1,18,17,Hardik Pandya,lbw Avesh Khan,10,10,,,
1,19,17,Gerald Coetzee,c Shimron Hetmyer b Sandeep Sharma,0,1,,,
1,19,17,Tim David,c Riyan Parag b Sandeep Sharma,3,5,,,
1,19,17,Tilak Varma,c Rovman Powell b Sandeep Sharma,65,45,,,
2,7,18,Jos Buttler,b Piyush Chawla,35,25,,,
1,0,17,Rohit Sharma,c Sanju Samson b Trent Boult,6,5,,,
1,1,17,Ishan Kishan,c Sanju Samson b Sandeep Sharma,0,3,,,
1,3,17,Suryakumar Yadav,c Rovman Powell b Sandeep Sharma,10,8,,,
1,7,17,Mohammad Nabi,c & b Yuzvendra Chahal,23,17,,,
1,16,17,Nehal Wadera,c Sandeep Sharma b Trent Boult,49,24,,,
1,18,17,Hardik Pandya,lbw Avesh Khan,10,10,,,
1,19,17,Gerald Coetzee,c Shimron Hetmyer b Sandeep Sharma,0,1,,,
1,19,17,Tim David,c Riyan Parag b Sandeep Sharma,3,5,,,
1,19,17,Tilak Varma,c Rovman Powell b Sandeep Sharma,65,45,,,
2,7,18,Jos Buttler,b Piyush Chawla,35,25,,,
1,3,19,Faf Du Plessis,c Aiden Markram b T Natarajan,25,12,,,
1,6,19,Will Jacks,b Mayank Markande,6,9,,,
1,12,19,Rajat Patidar,c Abdul Samad b Jaydev Unadkat,50,20,,,
1,14,19,Virat Kohli,c Abdul Samad b Jaydev Unadkat,51,43,,,
1,16,19,Mahipal Lomror,c Pat Cummins b Jaydev Unadkat,7,4,,,
1,18,19,Dinesh Karthik,c Abdul Samad b Pat Cummins,11,6,,,
1,19,19,Swapnil Singh,c Abhishek Sharma b T Natarajan,12,6,,,
2,0,20,Travis Head,c Karn Sharma b Will Jacks,1,3,,,
2,3,20,Abhishek Sharma,c Dinesh Karthik b Yash Dayal,31,13,,,
2,4,20,Heinrich Klaasen,c Cameron Green b Swapnil Singh,7,2,,,
2,4,20,Aiden Markram,lbw Swapnil Singh,7,8,,,
2,7,20,Nitish Kumar Reddy,b Karn Sharma,13,13,,,
2,9,20,Abdul Samad,c & b Karn Sharma,10,6,,,
2,13,20,Pat Cummins,c Mohammed Siraj b Cameron Green,31,15,,,
2,15,20,Bhuvneshwar Kumar,c Mohammed Siraj b Cameron Green,13,13,,,
1,3,19,Faf Du Plessis,c Aiden Markram b T Natarajan,25,12,,,
1,6,19,Will Jacks,b Mayank Markande,6,9,,,
1,12,19,Rajat Patidar,c Abdul Samad b Jaydev Unadkat,50,20,,,
1,14,19,Virat Kohli,c Abdul Samad b Jaydev Unadkat,51,43,,,
1,16,19,Mahipal Lomror,c Pat Cummins b Jaydev Unadkat,7,4,,,
1,18,19,Dinesh Karthik,c Abdul Samad b Pat Cummins,11,6,,,
1,19,19,Swapnil Singh,c Abhishek Sharma b T Natarajan,12,6,,,
2,0,20,Travis Head,c Karn Sharma b Will Jacks,1,3,,,
2,3,20,Abhishek Sharma,c Dinesh Karthik b Yash Dayal,31,13,,,
2,4,20,Heinrich Klaasen,c Cameron Green b Swapnil Singh,7,2,,,
2,4,20,Aiden Markram,lbw Swapnil Singh,7,8,,,
2,7,20,Nitish Kumar Reddy,b Karn Sharma,13,13,,,
2,9,20,Abdul Samad,c & b Karn Sharma,10,6,,,
2,13,20,Pat Cummins,c Mohammed Siraj b Cameron Green,31,15,,,
2,15,20,Bhuvneshwar Kumar,c Mohammed Siraj b Cameron Green,13,13,,,
1,3,14,Jake Fraser-Mcgurk,c Noor Ahmad b Sandeep Warrier,23,14,,,
1,3,14,Prithvi Shaw,c Noor Ahmad b Sandeep Warrier,11,7,,,
1,5,14,Shai Hope,c Sandeep Warrier b Sandeep Warrier,5,6,,,
1,16,14,Axar Patel,c Sai Kishore b Noor Ahmad,66,43,,,
2,1,35,Shubman Gill,c Axar Patel b Anrich Nortje,6,5,,,
2,9,35,Wriddhiman Saha,c Axar Patel b Kuldeep Yadav,39,25,,,
2,10,35,Azmatullah Omarzai,c Jake Fraser-Mcgurk b Axar Patel,1,2,,,
2,12,35,Sai Sudharsan,c Axar Patel b Rasikh Salam,65,39,,,
2,14,35,Shahrukh Khan,c Rishabh Pant b Rasikh Salam,8,5,,,
2,15,35,Rahul Tewatia,c Rishabh Pant b Kuldeep Yadav,4,5,,,
2,17,35,David Miller,c Rasikh Salam b Mukesh Kumar,55,23,,,
2,18,35,Sai Kishore,b Rasikh Salam,13,6,,,
1,3,14,Jake Fraser-Mcgurk,c Noor Ahmad b Sandeep Warrier,23,14,,,
1,3,14,Prithvi Shaw,c Noor Ahmad b Sandeep Warrier,11,7,,,
1,5,14,Shai Hope,c Sandeep Warrier b Sandeep Warrier,5,6,,,
1,16,14,Axar Patel,c Sai Kishore b Noor Ahmad,66,43,,,
2,1,35,Shubman Gill,c Axar Patel b Anrich Nortje,6,5,,,
2,9,35,Wriddhiman Saha,c Axar Patel b Kuldeep Yadav,39,25,,,
2,10,35,Azmatullah Omarzai,c Jake Fraser-Mcgurk b Axar Patel,1,2,,,
2,12,35,Sai Sudharsan,c Axar Patel b Rasikh Salam,65,39,,,
2,14,35,Shahrukh Khan,c Rishabh Pant b Rasikh Salam,8,5,,,
2,15,35,Rahul Tewatia,c Rishabh Pant b Kuldeep Yadav,4,5,,,
2,17,35,David Miller,c Rasikh Salam b Mukesh Kumar,55,23,,,
2,18,35,Sai Kishore,b Rasikh Salam,13,6,,,
1,10,16,Sunil Narine,c Jonny Bairstow b Rahul Chahar,71,32,,,
1,12,16,Phil Salt,b Sam Curran,75,36,,,
1,15,16,Andre Russell,c Harshal Patel b Arshdeep Singh,24,12,,,
1,18,16,Shreyas Iyer,c Kagiso Rabada b Arshdeep Singh,28,10,,,
1,19,16,Rinku Singh,c Ashutosh Sharma b Harshal Patel,5,4,,,
1,19,16,Venkatesh Iyer,ro (Jitesh Sharma),39,23,,,
2,5,15,Prabhsimran Singh,ro (Sunil Narine),54,20,,,
2,12,15,Rilee Rossouw,c Shreyas Iyer b Sunil Narine,26,16,,,
1,10,16,Sunil Narine,c Jonny Bairstow b Rahul Chahar,71,32,,,
1,12,16,Phil Salt,b Sam Curran,75,36,,,
1,15,16,Andre Russell,c Harshal Patel b Arshdeep Singh,24,12,,,
1,18,16,Shreyas Iyer,c Kagiso Rabada b Arshdeep Singh,28,10,,,
1,19,16,Rinku Singh,c Ashutosh Sharma b Harshal Patel,5,4,,,
1,19,16,Venkatesh Iyer,ro (Jitesh Sharma),39,23,,,
2,5,15,Prabhsimran Singh,ro (Sunil Narine),54,20,,,
2,12,15,Rilee Rossouw,c Shreyas Iyer b Sunil Narine,26,16,,,
1,0,13,Ajinkya Rahane,c K L Rahul b Matt Henry,1,3,,,
1,5,13,Daryl Mitchell,c Deepak Hooda b Yash Thakur,11,10,,,
1,11,13,Ravindra Jadeja,c K L Rahul b Mohsin Khan,16,19,,,
1,19,13,Shivam Dube,ro (Quinton De Kock),66,27,,,
2,0,77,Quinton De Kock,b Deepak Chahar,0,3,,,
2,4,77,K L Rahul,c Ruturaj Gaikwad b Mustafizur Rahman,16,14,,,
2,10,77,Devdutt Padikkal,b Matheesha Pathirana,13,18,,,
2,16,77,Nicholas Pooran,c Shardul Thakur b Matheesha Pathirana,34,15,,,
1,0,13,Ajinkya Rahane,c K L Rahul b Matt Henry,1,3,,,
1,5,13,Daryl Mitchell,c Deepak Hooda b Yash Thakur,11,10,,,
1,11,13,Ravindra Jadeja,c K L Rahul b Mohsin Khan,16,19,,,
1,19,13,Shivam Dube,ro (Quinton De Kock),66,27,,,
2,0,77,Quinton De Kock,b Deepak Chahar,0,3,,,
2,4,77,K L Rahul,c Ruturaj Gaikwad b Mustafizur Rahman,16,14,,,
2,10,77,Devdutt Padikkal,b Matheesha Pathirana,13,18,,,
2,16,77,Nicholas Pooran,c Shardul Thakur b Matheesha Pathirana,34,15,,,
1,0,77,Quinton De Kock,b Trent Boult,8,3,,,
1,1,77,Marcus Stoinis,b Sandeep Sharma,0,4,,,
1,12,77,Deepak Hooda,c Rovman Powell b Ravichandran Ashwin,50,31,,,
1,15,77,Nicholas Pooran,c Trent Boult b Sandeep Sharma,11,11,,,
1,17,77,K L Rahul,c Trent Boult b Avesh Khan,76,47,,,
2,5,18,Jos Buttler,b Yash Thakur,34,18,,,
2,6,18,Yashasvi Jaiswal,c Ravi Bishnoi b Marcus Stoinis,24,18,,,
2,8,18,Riyan Parag,c Ayush Badoni b Amit Mishra,14,11,,,
1,0,77,Quinton De Kock,b Trent Boult,8,3,,,
1,1,77,Marcus Stoinis,b Sandeep Sharma,0,4,,,
1,12,77,Deepak Hooda,c Rovman Powell b Ravichandran Ashwin,50,31,,,
1,15,77,Nicholas Pooran,c Trent Boult b Sandeep Sharma,11,11,,,
1,17,77,K L Rahul,c Trent Boult b Avesh Khan,76,47,,,
2,5,18,Jos Buttler,b Yash Thakur,34,18,,,
2,6,18,Yashasvi Jaiswal,c Ravi Bishnoi b Marcus Stoinis,24,18,,,
2,8,18,Riyan Parag,c Ayush Badoni b Amit Mishra,14,11,,,
1,7,14,Jake Fraser - McGurk,c Mohammad Nabi b Piyush Chawla,84,26,,,
1,9,14,Abishek Porel,c Ishan Kishan b Mohammad Nabi,36,27,,,
1,13,14,Shai Hope,c Tilak Varma b Luke Wood,41,17,,,
1,18,14,Rishabh Pant,c Rohit Sharma b Jasprit Bumrah,29,19,,,
2,3,17,Rohit Sharma,c Shai Hope b Khaleel Ahmed,8,7,,,
2,4,17,Ishan Kishan,c Axar Patel b Mukesh Kumar,20,14,,,
2,5,17,Suryakumar Yadav,c Lizaad Williams b Khaleel Ahmed,26,13,,,
2,12,17,Nehal Wadera,c Rishabh Pant b Rasikh Salam,4,2,,,
2,12,17,Hardik Pandya,c Mukesh Kumar b Rasikh Salam,46,24,,,
