KPI,MatchID,BowlerID,BowlerName,StrikerID,BatsManName,TotalRunsConceded,BowlingAverage,TotalLegalBallsBowled,BowlingSR,EconomyRate,DotBallsBowled,ScoringBalls,Ones,Twoes,Threes,Bdry4,Bdry6,Wides,NoBalls,Wickets,RunOutsDone,BowledOutsDone,StumpingsDone,BowlingDotBallPercentage,BowlingDotBallFrequency,BowlingBdryPercentage,BowlingBdryFrequency
Head To Head,1424,2019-100mb00000000160-970c8ab644ac11,Anukul Roy,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh,7,0.00,3,0.00,14.00,0,3,1,1,0,1,0,0,0,0,0,0,0,0.00,0.00,57.14,3.00
Head To Head,1424,2019-100mb00000000160-970c8ab644ac11,Anukul Roy,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow,29,29.00,9,9.00,19.33,2,7,1,0,0,4,2,0,0,0,1,0,0,22.22,4.50,96.55,1.50
Head To Head,1424,2021-100mb00000000608-14fdf8c4e64711,Dushmantha Chameera,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh,0,0.00,9,0.00,0.00,2,6,1,1,0,2,2,1,0,0,0,0,0,22.22,4.50,0.00,2.25
Head To Head,1424,2021-100mb00000000608-14fdf8c4e64711,Dushmantha Chameera,2019-100mb00000000191-df21803b44b711,Shashank Singh,18,0.00,6,0.00,18.00,3,3,0,0,0,0,3,0,0,0,0,0,0,50.00,2.00,100.00,2.00
Head To Head,1424,2021-100mb00000000608-14fdf8c4e64711,Dushmantha Chameera,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow,6,0.00,3,0.00,12.00,0,3,2,0,0,1,0,0,0,0,0,0,0,0.00,0.00,66.67,3.00
Head To Head,1424,2022-100mb00000000991-d9fbad51a44b11,Ramandeep Singh,2019-100mb00000000191-df21803b44b711,Shashank Singh,8,0.00,3,0.00,16.00,0,3,2,0,0,0,1,0,0,0,0,0,0,0.00,0.00,75.00,3.00
Head To Head,1424,2022-100mb00000000991-d9fbad51a44b11,Ramandeep Singh,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1424,2022-100mb00000001013-30676520bcc011,Harshit Rana,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh,13,0.00,4,0.00,19.50,1,3,1,0,0,0,2,0,0,0,0,0,0,25.00,4.00,92.31,2.00
Head To Head,1424,2022-100mb00000001013-30676520bcc011,Harshit Rana,2019-100mb00000000191-df21803b44b711,Shashank Singh,23,0.00,7,0.00,20.57,0,7,3,0,0,2,2,1,0,0,0,0,0,0.00,0.00,86.96,1.75
Head To Head,1424,2022-100mb00000001013-30676520bcc011,Harshit Rana,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow,17,0.00,10,0.00,10.80,3,6,3,1,0,0,2,0,0,0,0,0,0,30.00,3.33,70.59,5.00
Head To Head,1424,2022-100mb00000001013-30676520bcc011,Harshit Rana,2022-100mb00000001426-5cf9b7f5336311,Rilee Rossouw,7,0.00,3,0.00,14.00,0,3,1,1,0,1,0,0,0,0,0,0,0,0.00,0.00,57.14,3.00
Head To Head,1421,2018-100mb00000000017-5e389774e99c11,Krunal Pandya,2018-100mb00000000046-06b5ba89f88b11,Ravindra Jadeja,3,0.00,5,0.00,4.80,1,3,3,0,0,0,0,0,0,0,0,0,0,20.00,5.00,0.00,0.00
Head To Head,1421,2018-100mb00000000017-5e389774e99c11,Krunal Pandya,2019-100mb00000000102-28e7fca043fc11,Ruturaj Gaikwad,12,0.00,7,0.00,10.29,1,6,4,0,0,2,0,0,0,0,0,0,0,14.29,7.00,66.67,3.50
Head To Head,1421,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,2018-100mb00000000046-06b5ba89f88b11,Ravindra Jadeja,4,0.00,3,0.00,10.00,1,1,0,0,0,1,0,0,0,0,0,0,0,33.33,3.00,100.00,3.00
Head To Head,1421,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,2019-100mb00000000057-57100cf415ba11,MS Dhoni,4,0.00,1,0.00,24.00,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00,0.00,100.00,1.00
Head To Head,1421,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,2019-100mb00000000102-28e7fca043fc11,Ruturaj Gaikwad,17,0.00,10,0.00,10.80,1,9,5,3,0,0,1,1,0,0,0,0,0,10.00,10.00,35.29,10.00
Head To Head,1421,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,2019-100mb00000000211-dc1f6a2544bb11,Shivam Dube,23,23.00,10,10.00,13.80,2,8,3,2,0,1,2,0,0,0,1,0,0,20.00,5.00,69.57,3.33
Head To Head,1421,2019-100mb00000000071-8ee448c81e3711,Matt Henry,2018-100mb00000000044-e03a43dbf88a11,Ajinkya Rahane,1,1.00,3,3.00,2.00,2,1,1,0,0,0,0,0,0,1,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1421,2019-100mb00000000071-8ee448c81e3711,Matt Henry,2019-100mb00000000083-a7fea83029c211,Daryl Mitchell,4,0.00,5,0.00,4.80,2,3,2,1,0,0,0,0,0,0,0,0,0,40.00,2.50,0.00,0.00
Head To Head,1421,2019-100mb00000000071-8ee448c81e3711,Matt Henry,2019-100mb00000000102-28e7fca043fc11,Ruturaj Gaikwad,18,0.00,13,0.00,8.31,4,9,4,3,0,2,0,0,0,0,0,0,0,30.77,3.25,44.44,6.50
Head To Head,1421,2019-100mb00000000071-8ee448c81e3711,Matt Henry,2019-100mb00000000211-dc1f6a2544bb11,Shivam Dube,5,0.00,3,0.00,10.00,1,2,1,0,0,1,0,0,0,0,0,0,0,33.33,3.00,80.00,3.00
Head To Head,1421,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi,2018-100mb00000000046-06b5ba89f88b11,Ravindra Jadeja,5,0.00,3,0.00,10.00,1,2,1,0,0,1,0,0,0,0,0,0,0,33.33,3.00,80.00,3.00
Head To Head,1421,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi,2019-100mb00000000083-a7fea83029c211,Daryl Mitchell,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1421,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi,2019-100mb00000000102-28e7fca043fc11,Ruturaj Gaikwad,12,0.00,7,0.00,10.29,1,6,4,0,0,2,0,0,0,0,0,0,0,14.29,7.00,66.67,3.50
Head To Head,1421,2020-100mb00000000541-c84d8371639b11,Mohsin Khan,2018-100mb00000000046-06b5ba89f88b11,Ravindra Jadeja,1,1.00,2,2.00,3.00,1,1,1,0,0,0,0,0,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1421,2020-100mb00000000541-c84d8371639b11,Mohsin Khan,2019-100mb00000000083-a7fea83029c211,Daryl Mitchell,5,0.00,2,0.00,15.00,0,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,80.00,2.00
Head To Head,1421,2020-100mb00000000541-c84d8371639b11,Mohsin Khan,2019-100mb00000000102-28e7fca043fc11,Ruturaj Gaikwad,25,0.00,13,0.00,11.54,4,9,3,2,0,3,1,0,0,0,0,0,0,30.77,3.25,72.00,3.25
Head To Head,1421,2020-100mb00000000541-c84d8371639b11,Mohsin Khan,2019-100mb00000000211-dc1f6a2544bb11,Shivam Dube,19,0.00,7,0.00,16.29,1,6,3,0,0,1,2,0,0,0,0,0,0,14.29,7.00,84.21,2.33
Head To Head,1421,2022-100mb00000001550-b8b1d54854ee11,Yash Thakur,2018-100mb00000000046-06b5ba89f88b11,Ravindra Jadeja,3,0.00,6,0.00,3.00,4,2,1,1,0,0,0,0,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1421,2022-100mb00000001550-b8b1d54854ee11,Yash Thakur,2019-100mb00000000083-a7fea83029c211,Daryl Mitchell,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1421,2022-100mb00000001550-b8b1d54854ee11,Yash Thakur,2019-100mb00000000102-28e7fca043fc11,Ruturaj Gaikwad,24,0.00,10,0.00,14.40,1,9,4,1,0,3,1,0,0,0,0,0,0,10.00,10.00,75.00,2.50
Head To Head,1421,2022-100mb00000001550-b8b1d54854ee11,Yash Thakur,2019-100mb00000000211-dc1f6a2544bb11,Shivam Dube,19,0.00,7,0.00,17.14,3,4,1,0,0,0,3,1,0,0,0,0,0,42.86,2.33,94.74,2.33
Head To Head,1421,2018-100mb00000000046-06b5ba89f88b11,Ravindra Jadeja,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,12,0.00,7,0.00,10.29,0,7,6,0,0,0,1,0,0,0,0,0,0,0.00,0.00,50.00,7.00
Head To Head,1421,2018-100mb00000000046-06b5ba89f88b11,Ravindra Jadeja,2019-100mb00000000200-1283ad3244ba11,Devdutt Padikkal,3,0.00,5,0.00,6.00,2,3,3,0,0,0,0,0,1,0,0,0,0,40.00,2.50,0.00,0.00
Head To Head,1421,2019-100mb00000000091-8640595343ec11,Deepak Chahar,2018-100mb00000000019-80e59e32e99c11,K L Rahul,1,0.00,3,0.00,2.00,2,1,1,0,0,0,0,0,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1421,2019-100mb00000000091-8640595343ec11,Deepak Chahar,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,10,0.00,6,0.00,10.00,2,4,2,0,0,2,0,0,0,0,0,0,0,33.33,3.00,80.00,3.00
Head To Head,1421,2019-100mb00000000091-8640595343ec11,Deepak Chahar,2019-100mb00000000170-9429250944ae11,Quinton De Kock,0,0.00,3,3.00,0.00,3,0,0,0,0,0,0,0,0,1,0,1,0,100.00,1.00,0.00,0.00
Head To Head,1421,2019-100mb00000000105-4c526de743fe11,Shardul Thakur,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,18,0.00,9,0.00,12.67,0,9,6,0,0,3,0,1,0,0,0,0,0,0.00,0.00,66.67,3.00
Head To Head,1421,2019-100mb00000000105-4c526de743fe11,Shardul Thakur,2019-100mb00000000136-9313d156449c11,Nicholas Pooran,21,0.00,7,0.00,18.00,0,7,3,1,0,1,2,0,0,0,0,0,0,0.00,0.00,76.19,2.33
Head To Head,1421,2019-100mb00000000105-4c526de743fe11,Shardul Thakur,2019-100mb00000000200-1283ad3244ba11,Devdutt Padikkal,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1421,2019-100mb00000000206-501d92f644bb11,Moeen Ali,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,14,0.00,6,0.00,14.00,0,6,4,0,0,1,1,0,0,0,0,0,0,0.00,0.00,71.43,3.00
Head To Head,1421,2019-100mb00000000206-501d92f644bb11,Moeen Ali,2019-100mb00000000200-1283ad3244ba11,Devdutt Padikkal,7,0.00,6,0.00,7.00,1,5,3,2,0,0,0,0,0,0,0,0,0,16.67,6.00,0.00,0.00
Head To Head,1421,2019-100mb00000000258-e46e7f697acb11,Mustafizur Rahman,2018-100mb00000000019-80e59e32e99c11,K L Rahul,4,4.00,4,4.00,6.00,3,1,0,0,0,1,0,0,0,1,0,0,0,75.00,1.33,100.00,4.00
Head To Head,1421,2019-100mb00000000258-e46e7f697acb11,Mustafizur Rahman,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,34,0.00,11,0.00,19.09,3,9,2,1,0,3,3,0,1,0,0,0,0,27.27,3.67,88.24,1.83
Head To Head,1421,2019-100mb00000000258-e46e7f697acb11,Mustafizur Rahman,2019-100mb00000000136-9313d156449c11,Nicholas Pooran,6,0.00,3,0.00,12.00,0,3,2,0,0,1,0,0,0,0,0,0,0,0.00,0.00,66.67,3.00
Head To Head,1421,2019-100mb00000000258-e46e7f697acb11,Mustafizur Rahman,2019-100mb00000000200-1283ad3244ba11,Devdutt Padikkal,0,0.00,2,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1421,2019-100mb00000000258-e46e7f697acb11,Mustafizur Rahman,2019-100mb00000000215-f86e728844bc11,Deepak Hooda,6,0.00,1,0.00,36.00,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00,0.00,100.00,1.00
Head To Head,1421,2020-100mb00000000539-04833b65639b11,Tushar Deshpande,2018-100mb00000000019-80e59e32e99c11,K L Rahul,11,0.00,7,0.00,10.29,2,4,1,2,0,0,1,0,0,0,0,0,0,28.57,3.50,54.55,7.00
Head To Head,1421,2020-100mb00000000539-04833b65639b11,Tushar Deshpande,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,21,0.00,10,0.00,13.20,3,8,3,2,0,2,1,0,1,0,0,0,0,30.00,3.33,66.67,3.33
Head To Head,1421,2020-100mb00000000539-04833b65639b11,Tushar Deshpande,2019-100mb00000000136-9313d156449c11,Nicholas Pooran,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1421,2022-100mb00000001014-1f0cfb3dc17911,Matheesha Pathirana,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,15,0.00,12,0.00,8.50,3,8,5,1,0,2,0,1,0,0,0,0,0,25.00,4.00,53.33,6.00
Head To Head,1421,2022-100mb00000001014-1f0cfb3dc17911,Matheesha Pathirana,2019-100mb00000000136-9313d156449c11,Nicholas Pooran,6,6.00,4,4.00,9.00,1,3,2,0,0,1,0,0,0,1,0,0,0,25.00,4.00,66.67,4.00
Head To Head,1421,2022-100mb00000001014-1f0cfb3dc17911,Matheesha Pathirana,2019-100mb00000000200-1283ad3244ba11,Devdutt Padikkal,1,1.00,3,3.00,4.00,2,1,1,0,0,0,0,1,0,1,0,1,0,66.67,1.50,0.00,0.00
Head To Head,1421,2022-100mb00000001014-1f0cfb3dc17911,Matheesha Pathirana,2019-100mb00000000215-f86e728844bc11,Deepak Hooda,11,0.00,5,0.00,13.20,1,4,1,1,0,2,0,0,0,0,0,0,0,20.00,5.00,72.73,2.50
Head To Head,1425,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,7,7.00,3,3.00,16.00,1,2,1,0,0,0,1,1,0,1,0,0,0,33.33,3.00,85.71,3.00
Head To Head,1425,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2019-100mb00000000110-79ae08f5449411,Axar Patel,3,0.00,3,0.00,6.00,0,3,3,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1425,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,3,0.00,6,0.00,4.00,2,3,3,0,0,0,0,0,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1425,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2022-100mb00000001580-2e206f715b5511,Abishek Porel,4,0.00,9,0.00,3.33,6,3,2,1,0,0,0,1,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1425,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2024-100mb00000003115-5afd8ccce29e11,Jake Fraser - McGurk,15,0.00,3,0.00,32.00,0,4,1,0,0,2,1,0,1,0,0,0,0,0.00,0.00,93.33,1.00
Head To Head,1425,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,2022-100mb00000001580-2e206f715b5511,Abishek Porel,15,0.00,5,0.00,18.00,2,3,0,0,0,1,1,0,0,0,0,0,0,40.00,2.50,66.67,2.50
Head To Head,1425,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,2024-100mb00000003115-5afd8ccce29e11,Jake Fraser - McGurk,26,0.00,7,0.00,22.29,2,5,0,0,0,2,3,0,0,0,0,0,0,28.57,3.50,100.00,1.40
Head To Head,1425,2019-100mb00000000149-10d5663944a911,Piyush Chawla,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,6,0.00,5,0.00,7.20,2,3,2,0,0,1,0,0,0,0,0,0,0,40.00,2.50,66.67,5.00
Head To Head,1425,2019-100mb00000000149-10d5663944a911,Piyush Chawla,2019-100mb00000000268-22e2e3987add11,Shai Hope,9,0.00,5,0.00,10.80,1,4,3,0,0,0,1,0,0,0,0,0,0,20.00,5.00,66.67,5.00
Head To Head,1425,2019-100mb00000000149-10d5663944a911,Piyush Chawla,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,3,0.00,4,0.00,7.50,2,2,1,1,0,0,0,2,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1425,2019-100mb00000000149-10d5663944a911,Piyush Chawla,2022-100mb00000001580-2e206f715b5511,Abishek Porel,4,0.00,4,0.00,6.00,0,4,4,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1425,2019-100mb00000000149-10d5663944a911,Piyush Chawla,2024-100mb00000003115-5afd8ccce29e11,Jake Fraser - McGurk,12,12.00,6,6.00,12.00,2,4,2,0,0,1,1,0,0,1,0,0,0,33.33,3.00,83.33,3.00
Head To Head,1425,2019-100mb00000000217-29d6c58644bf11,Mohammad Nabi,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,3,0.00,4,0.00,4.50,1,3,3,0,0,0,0,0,0,0,0,0,0,25.00,4.00,0.00,0.00
Head To Head,1425,2019-100mb00000000217-29d6c58644bf11,Mohammad Nabi,2019-100mb00000000268-22e2e3987add11,Shai Hope,16,0.00,6,0.00,16.00,0,6,4,0,0,0,2,0,0,0,0,0,0,0.00,0.00,75.00,3.00
Head To Head,1425,2019-100mb00000000217-29d6c58644bf11,Mohammad Nabi,2022-100mb00000001580-2e206f715b5511,Abishek Porel,1,1.00,2,2.00,3.00,1,1,1,0,0,0,0,0,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1425,2022-100mb00000000813-41cd35e9762011,Nuwan Thushara,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,13,0.00,7,0.00,11.14,2,5,3,0,0,1,1,0,0,0,0,0,0,28.57,3.50,76.92,3.50
Head To Head,1425,2022-100mb00000000813-41cd35e9762011,Nuwan Thushara,2019-100mb00000000110-79ae08f5449411,Axar Patel,8,0.00,3,0.00,16.00,0,3,2,0,0,0,1,0,0,0,0,0,0,0.00,0.00,75.00,3.00
Head To Head,1425,2022-100mb00000000813-41cd35e9762011,Nuwan Thushara,2019-100mb00000000268-22e2e3987add11,Shai Hope,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1425,2022-100mb00000000813-41cd35e9762011,Nuwan Thushara,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,15,0.00,7,0.00,13.71,0,7,5,0,0,1,1,1,0,0,0,0,0,0.00,0.00,66.67,3.50
Head To Head,1425,2022-100mb00000000813-41cd35e9762011,Nuwan Thushara,2022-100mb00000001580-2e206f715b5511,Abishek Porel,5,0.00,2,0.00,15.00,0,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,80.00,2.00
Head To Head,1425,2022-100mb00000000813-41cd35e9762011,Nuwan Thushara,2024-100mb00000003115-5afd8ccce29e11,Jake Fraser - McGurk,12,0.00,4,0.00,19.50,1,3,0,0,0,3,0,1,0,0,0,0,0,25.00,4.00,100.00,1.33
Head To Head,1425,2024-100mb00000003116-51a9a019e5e811,Luke Wood,2019-100mb00000000268-22e2e3987add11,Shai Hope,15,15.00,5,5.00,18.00,1,4,1,1,0,0,2,0,0,1,0,0,0,20.00,5.00,80.00,2.50
Head To Head,1425,2024-100mb00000003116-51a9a019e5e811,Luke Wood,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,27,0.00,8,0.00,20.25,1,7,1,0,0,5,1,0,0,0,0,0,0,12.50,8.00,96.30,1.33
Head To Head,1425,2024-100mb00000003116-51a9a019e5e811,Luke Wood,2022-100mb00000001580-2e206f715b5511,Abishek Porel,7,0.00,5,0.00,8.40,2,3,1,1,0,1,0,0,0,0,0,0,0,40.00,2.50,57.14,5.00
Head To Head,1425,2024-100mb00000003116-51a9a019e5e811,Luke Wood,2024-100mb00000003115-5afd8ccce29e11,Jake Fraser - McGurk,19,0.00,6,0.00,19.00,1,5,1,0,0,3,1,0,0,0,0,0,0,16.67,6.00,94.74,1.50
Head To Head,1425,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2018-100mb00000000006-2cf4bba8e99b11,Rohit Sharma,1,1.00,2,2.00,3.00,1,1,1,0,0,0,0,0,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1425,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2019-100mb00000000164-8ae075db44ad11,Ishan Kishan,0,0.00,6,0.00,0.00,0,5,2,0,0,3,0,0,0,0,0,0,0,0.00,0.00,0.00,2.00
Head To Head,1425,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2019-100mb00000000174-619a804244af11,Suryakumar Yadav,18,18.00,9,9.00,12.67,4,4,0,1,0,1,2,0,0,1,0,0,0,44.44,2.25,88.89,3.00
Head To Head,1425,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2021-100mb00000000636-9e985b64160411,Tim David,9,0.00,4,0.00,13.50,0,4,3,0,0,0,1,0,0,0,0,0,0,0.00,0.00,66.67,4.00
Head To Head,1425,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma,3,0.00,3,0.00,6.00,0,3,3,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1425,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,21,0.00,8,0.00,15.75,1,7,3,0,0,3,1,0,0,0,0,0,0,12.50,8.00,85.71,2.00
Head To Head,1425,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,2021-100mb00000000636-9e985b64160411,Tim David,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1425,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma,24,0.00,9,0.00,16.67,1,8,4,0,0,2,2,1,0,0,0,0,0,11.11,9.00,83.33,2.25
Head To Head,1425,2019-100mb00000000110-79ae08f5449411,Axar Patel,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,10,0.00,6,0.00,10.00,1,5,4,0,0,0,1,0,0,0,0,0,0,16.67,6.00,60.00,6.00
Head To Head,1425,2019-100mb00000000110-79ae08f5449411,Axar Patel,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma,14,0.00,6,0.00,14.00,0,6,4,0,0,1,1,0,0,0,0,0,0,0.00,0.00,71.43,3.00
Head To Head,1425,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,3,3.00,6,6.00,4.00,3,3,3,0,0,0,0,1,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1425,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam,2019-100mb00000000149-10d5663944a911,Piyush Chawla,6,0.00,2,0.00,21.00,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00,0.00,100.00,2.00
Head To Head,1425,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam,2019-100mb00000000217-29d6c58644bf11,Mohammad Nabi,6,6.00,3,3.00,12.00,2,1,0,0,0,0,1,0,0,1,0,0,0,66.67,1.50,100.00,3.00
Head To Head,1425,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam,2021-100mb00000000636-9e985b64160411,Tim David,4,0.00,4,0.00,9.00,0,4,4,0,0,0,0,2,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1425,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma,8,0.00,7,0.00,6.86,1,6,5,0,1,0,0,0,0,0,0,0,0,14.29,7.00,0.00,0.00
Head To Head,1425,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam,2022-100mb00000001541-e0ad58e954e911,Nehal Wadera,4,4.00,2,2.00,12.00,1,1,0,0,0,1,0,0,0,1,0,0,0,50.00,2.00,100.00,2.00
Head To Head,1425,2021-100mb00000000631-53c713330bd311,Lizaad Williams,2018-100mb00000000006-2cf4bba8e99b11,Rohit Sharma,7,0.00,5,0.00,16.80,2,3,1,1,0,1,0,2,1,0,0,0,0,40.00,2.50,57.14,5.00
Head To Head,1425,2021-100mb00000000631-53c713330bd311,Lizaad Williams,2019-100mb00000000164-8ae075db44ad11,Ishan Kishan,6,0.00,7,0.00,5.14,4,3,2,0,0,1,0,0,0,0,0,0,0,57.14,1.75,66.67,7.00
Head To Head,1425,2021-100mb00000000631-53c713330bd311,Lizaad Williams,2021-100mb00000000636-9e985b64160411,Tim David,7,0.00,4,0.00,10.50,0,4,3,0,0,1,0,0,0,0,0,0,0,0.00,0.00,57.14,4.00
Head To Head,1425,2021-100mb00000000631-53c713330bd311,Lizaad Williams,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma,5,0.00,2,0.00,21.00,0,2,1,0,0,1,0,1,0,0,0,0,0,0.00,0.00,80.00,2.00
Head To Head,1425,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,12,0.00,4,0.00,18.00,0,4,2,0,0,1,1,0,0,0,0,0,0,0.00,0.00,83.33,2.00
Head To Head,1425,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,2019-100mb00000000149-10d5663944a911,Piyush Chawla,4,4.00,2,2.00,12.00,1,1,0,0,0,1,0,0,0,1,0,0,0,50.00,2.00,100.00,2.00
Head To Head,1425,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,2019-100mb00000000164-8ae075db44ad11,Ishan Kishan,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1425,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,2019-100mb00000000174-619a804244af11,Suryakumar Yadav,8,0.00,4,0.00,12.00,2,2,0,0,0,2,0,0,0,0,0,0,0,50.00,2.00,100.00,2.00
Head To Head,1425,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,2019-100mb00000000217-29d6c58644bf11,Mohammad Nabi,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1425,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,2021-100mb00000000636-9e985b64160411,Tim David,16,16.00,4,4.00,24.00,1,3,0,0,0,1,2,0,0,1,0,0,0,25.00,4.00,100.00,1.33
Head To Head,1425,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma,9,9.00,5,5.00,12.00,0,4,3,0,0,0,1,0,0,0,1,0,0,0.00,0.00,66.67,5.00
Head To Head,1425,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,2024-100mb00000003116-51a9a019e5e811,Luke Wood,9,0.00,3,0.00,18.00,0,3,1,1,0,0,1,0,0,0,0,0,0,0.00,0.00,66.67,3.00
Head To Head,1426,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2018-100mb00000000019-80e59e32e99c11,K L Rahul,19,0.00,9,0.00,13.33,0,9,5,1,0,3,0,1,0,0,0,0,0,0.00,0.00,63.16,3.00
