KPI,MatchID,BowlerID,BowlerName,StrikerID,BatsManName,TotalRunsConceded,BowlingAverage,TotalLegalBallsBowled,BowlingSR,EconomyRate,DotBallsBowled,ScoringBalls,Ones,Twoes,Threes,Bdry4,Bdry6,Wides,NoBalls,Wickets,RunOutsDone,BowledOutsDone,StumpingsDone,BowlingDotBallPercentage,BowlingDotBallFrequency,BowlingBdryPercentage,BowlingBdryFrequency
Head To Head,1369,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2018-100mb00000000012-ea4c47d2e99b11,Shreyas Iyer,7,7.00,3,3.00,14.00,1,2,1,0,0,0,1,0,0,1,0,0,0,33.33,3.00,85.71,3.00
Head To Head,1369,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2019-100mb00000000141-e67c41d144a711,Andre Russell,10,0.00,8,0.00,10.50,4,4,2,1,0,0,1,3,0,0,0,0,0,50.00,2.00,60.00,8.00
Head To Head,1369,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2019-100mb00000000152-335aed3d44aa11,Rinku Singh,2,0.00,1,0.00,24.00,0,2,2,0,0,0,0,1,1,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1369,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,7,0.00,6,0.00,7.00,3,3,1,1,0,1,0,0,0,0,0,0,0,50.00,2.00,57.14,6.00
Head To Head,1369,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed,2022-100mb00000001220-372333e3f9f711,Phil Salt,0,0.00,6,0.00,0.00,3,2,0,0,0,2,0,2,0,0,0,0,0,50.00,2.00,0.00,3.00
Head To Head,1369,2018-100mb00000000040-7f15f6c7f88a11,Mitchell Marsh,2018-100mb00000000012-ea4c47d2e99b11,Shreyas Iyer,7,0.00,3,0.00,14.00,1,2,1,0,0,0,1,0,0,0,0,0,0,33.33,3.00,85.71,3.00
Head To Head,1369,2018-100mb00000000040-7f15f6c7f88a11,Mitchell Marsh,2019-100mb00000000141-e67c41d144a711,Andre Russell,16,0.00,5,0.00,21.60,0,5,2,0,0,2,1,2,0,0,0,0,0,0.00,0.00,87.50,1.67
Head To Head,1369,2018-100mb00000000040-7f15f6c7f88a11,Mitchell Marsh,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,6,6.00,6,6.00,8.00,3,3,2,0,0,1,0,2,0,1,0,0,0,50.00,2.00,66.67,6.00
Head To Head,1369,2018-100mb00000000040-7f15f6c7f88a11,Mitchell Marsh,20214a2b63d55d7711ec9c9202ea608,Angkrish Raghuvanshi,4,0.00,4,0.00,6.00,0,4,4,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1369,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1369,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2019-100mb00000000141-e67c41d144a711,Andre Russell,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,1,0,100.00,1.00,0.00,0.00
Head To Head,1369,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,27,0.00,9,0.00,18.00,3,6,1,0,0,2,3,0,0,0,0,0,0,33.33,3.00,96.30,1.80
Head To Head,1369,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2021-100mb00000000584-a3f48c1791dd11,Venkatesh Iyer,5,0.00,2,0.00,15.00,0,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,80.00,2.00
Head To Head,1369,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2022-100mb00000000991-d9fbad51a44b11,Ramandeep Singh,2,2.00,2,2.00,6.00,1,1,0,1,0,0,0,0,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1369,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2022-100mb00000001220-372333e3f9f711,Phil Salt,0,0.00,3,0.00,0.00,0,2,0,0,0,2,0,0,0,0,0,0,0,0.00,0.00,0.00,1.50
Head To Head,1369,2019-100mb00000000110-79ae08f5449411,Axar Patel,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,13,0.00,3,0.00,26.00,0,3,1,0,0,0,2,0,0,0,0,0,0,0.00,0.00,92.31,1.50
Head To Head,1369,2019-100mb00000000110-79ae08f5449411,Axar Patel,20214a2b63d55d7711ec9c9202ea608,Angkrish Raghuvanshi,5,0.00,3,0.00,12.00,0,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,80.00,3.00
Head To Head,1369,2019-100mb00000000142-040303a144a811,Anrich Nortje,2018-100mb00000000012-ea4c47d2e99b11,Shreyas Iyer,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1369,2019-100mb00000000142-040303a144a811,Anrich Nortje,2019-100mb00000000141-e67c41d144a711,Andre Russell,4,0.00,2,0.00,12.00,1,1,0,0,0,1,0,0,0,0,0,0,0,50.00,2.00,100.00,2.00
Head To Head,1369,2019-100mb00000000142-040303a144a811,Anrich Nortje,2019-100mb00000000152-335aed3d44aa11,Rinku Singh,24,24.00,6,6.00,25.00,1,5,0,1,0,1,3,1,0,1,0,0,0,16.67,6.00,91.67,1.50
Head To Head,1369,2019-100mb00000000142-040303a144a811,Anrich Nortje,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,10,0.00,4,0.00,15.00,0,4,2,1,0,0,1,0,0,0,0,0,0,0.00,0.00,60.00,4.00
Head To Head,1369,2019-100mb00000000142-040303a144a811,Anrich Nortje,20214a2b63d55d7711ec9c9202ea608,Angkrish Raghuvanshi,16,16.00,7,7.00,14.57,1,6,2,1,0,3,0,1,0,1,0,0,0,14.29,7.00,75.00,2.33
Head To Head,1369,2019-100mb00000000142-040303a144a811,Anrich Nortje,2022-100mb00000001220-372333e3f9f711,Phil Salt,2,2.00,3,3.00,4.00,2,1,0,1,0,0,0,0,0,1,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1369,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam,2018-100mb00000000012-ea4c47d2e99b11,Shreyas Iyer,3,0.00,3,0.00,6.00,1,2,1,1,0,0,0,0,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1369,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam,2019-100mb00000000141-e67c41d144a711,Andre Russell,11,0.00,3,0.00,22.00,0,3,1,0,0,1,1,0,0,0,0,0,0,0.00,0.00,90.91,1.50
Head To Head,1369,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,19,0.00,7,0.00,17.14,2,5,1,0,0,3,1,1,0,0,0,0,0,28.57,3.50,94.74,1.75
Head To Head,1369,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam,20214a2b63d55d7711ec9c9202ea608,Angkrish Raghuvanshi,13,0.00,5,0.00,15.60,2,3,1,0,0,0,2,0,0,0,0,0,0,40.00,2.50,92.31,2.50
Head To Head,1369,2022-100mb00000001535-6fd8867c54e911,Sumit Kumar,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,3,0.00,4,0.00,4.50,1,3,3,0,0,0,0,0,0,0,0,0,0,25.00,4.00,0.00,0.00
Head To Head,1369,2022-100mb00000001535-6fd8867c54e911,Sumit Kumar,20214a2b63d55d7711ec9c9202ea608,Angkrish Raghuvanshi,16,0.00,8,0.00,12.00,1,7,4,1,0,1,1,0,0,0,0,0,0,12.50,8.00,62.50,4.00
Head To Head,1369,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,6,0.00,1,0.00,36.00,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00,0.00,100.00,1.00
Head To Head,1369,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,2018-100mb00000000040-7f15f6c7f88a11,Mitchell Marsh,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1369,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,2018-100mb00000000051-5a1d4ca2f88b11,Prithvi Shaw,10,0.00,5,0.00,12.00,2,3,0,1,0,2,0,0,0,0,0,0,0,40.00,2.50,80.00,2.50
Head To Head,1369,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,2019-100mb00000000214-df216bed44bc11,David Warner,8,8.00,8,8.00,9.00,4,3,2,0,0,0,1,0,0,1,0,1,0,50.00,2.00,75.00,8.00
Head To Head,1369,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1369,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,2022-100mb00000001580-2e206f715b5511,Abishek Porel,0,0.00,1,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1369,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,3,3.00,6,6.00,3.00,3,3,3,0,0,0,0,0,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1369,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy,2019-100mb00000000110-79ae08f5449411,Axar Patel,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1369,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam,0,0.00,1,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1369,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,26,26.00,13,13.00,14.77,3,10,6,0,0,2,2,1,1,1,0,0,0,23.08,4.33,76.92,3.25
Head To Head,1369,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy,2022-100mb00000001535-6fd8867c54e911,Sumit Kumar,1,0.00,3,0.00,6.00,1,1,1,0,0,0,0,1,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1369,2019-100mb00000000141-e67c41d144a711,Andre Russell,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,13,0.00,4,0.00,19.50,1,3,1,0,0,0,2,0,0,0,0,0,0,25.00,4.00,92.31,2.00
Head To Head,1369,2019-100mb00000000141-e67c41d144a711,Andre Russell,2019-100mb00000000142-040303a144a811,Anrich Nortje,0,0.00,2,2.00,0.00,2,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1369,2019-100mb00000000141-e67c41d144a711,Andre Russell,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1369,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,4,0.00,7,0.00,3.43,4,3,2,1,0,0,0,0,0,0,0,0,0,57.14,1.75,0.00,0.00
Head To Head,1369,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,2019-100mb00000000142-040303a144a811,Anrich Nortje,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1369,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam,1,0.00,3,0.00,2.00,2,1,1,0,0,0,0,0,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1369,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,17,0.00,9,0.00,12.00,2,6,3,1,0,0,2,0,0,0,0,0,0,22.22,4.50,70.59,4.50
Head To Head,1369,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,2022-100mb00000001535-6fd8867c54e911,Sumit Kumar,6,6.00,3,3.00,12.00,2,1,0,0,0,0,1,0,0,1,0,0,0,66.67,1.50,100.00,3.00
Head To Head,1369,2021-100mb00000000583-8f4c0c4491dd11,Vaibhav Arora,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,1,0.00,1,0.00,12.00,0,1,1,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1369,2021-100mb00000000583-8f4c0c4491dd11,Vaibhav Arora,2018-100mb00000000040-7f15f6c7f88a11,Mitchell Marsh,0,0.00,1,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1369,2021-100mb00000000583-8f4c0c4491dd11,Vaibhav Arora,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,1,0.00,3,0.00,2.00,2,1,1,0,0,0,0,0,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1369,2021-100mb00000000583-8f4c0c4491dd11,Vaibhav Arora,2018-100mb00000000051-5a1d4ca2f88b11,Prithvi Shaw,0,0.00,2,2.00,0.00,2,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1369,2021-100mb00000000583-8f4c0c4491dd11,Vaibhav Arora,2019-100mb00000000142-040303a144a811,Anrich Nortje,3,0.00,2,0.00,12.00,0,2,1,1,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1369,2021-100mb00000000583-8f4c0c4491dd11,Vaibhav Arora,2019-100mb00000000172-1befbbeb44af11,Rasikh Salam,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1369,2021-100mb00000000583-8f4c0c4491dd11,Vaibhav Arora,2019-100mb00000000214-df216bed44bc11,David Warner,10,0.00,5,0.00,13.20,1,4,2,0,0,2,0,1,0,0,0,0,0,20.00,5.00,80.00,2.50
Head To Head,1369,2021-100mb00000000583-8f4c0c4491dd11,Vaibhav Arora,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,9,0.00,5,0.00,10.80,2,3,1,0,0,2,0,0,0,0,0,0,0,40.00,2.50,88.89,2.50
Head To Head,1369,2021-100mb00000000583-8f4c0c4491dd11,Vaibhav Arora,2022-100mb00000001580-2e206f715b5511,Abishek Porel,0,0.00,4,4.00,0.00,4,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1369,2021-100mb00000000584-a3f48c1791dd11,Venkatesh Iyer,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,28,0.00,6,0.00,28.00,0,6,0,0,0,4,2,0,0,0,0,0,0,0.00,0.00,100.00,1.00
Head To Head,1370,2019-100mb00000000114-8c98068c449611,Harshal Patel,2019-100mb00000000061-6d68257c17f311,Vijay Shankar,3,0.00,3,0.00,6.00,0,3,3,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1370,2019-100mb00000000114-8c98068c449611,Harshal Patel,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,22,0.00,12,0.00,11.00,1,11,7,1,1,1,1,0,0,0,0,0,0,8.33,12.00,45.45,6.00
Head To Head,1370,2019-100mb00000000114-8c98068c449611,Harshal Patel,2019-100mb00000000065-4ae3f0e41e3711,Kane Williamson,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1370,2019-100mb00000000114-8c98068c449611,Harshal Patel,2019-100mb00000000120-7489ddcc449711,Rahul Tewatia,13,0.00,4,0.00,24.00,0,4,1,1,0,1,1,3,0,0,0,0,0,0.00,0.00,76.92,2.00
Head To Head,1370,2019-100mb00000000114-8c98068c449611,Harshal Patel,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,1,1.00,3,3.00,2.00,2,1,1,0,0,0,0,0,0,1,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1370,2019-100mb00000000116-dbd48930449611,Kagiso Rabada,2019-100mb00000000061-6d68257c17f311,Vijay Shankar,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1370,2019-100mb00000000116-dbd48930449611,Kagiso Rabada,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,26,0.00,10,0.00,15.60,0,10,6,0,0,2,2,0,0,0,0,0,0,0.00,0.00,76.92,2.50
Head To Head,1370,2019-100mb00000000116-dbd48930449611,Kagiso Rabada,2019-100mb00000000065-4ae3f0e41e3711,Kane Williamson,5,0.00,5,0.00,6.00,3,2,1,0,0,1,0,0,0,0,0,0,0,60.00,1.67,80.00,5.00
Head To Head,1370,2019-100mb00000000116-dbd48930449611,Kagiso Rabada,2019-100mb00000000120-7489ddcc449711,Rahul Tewatia,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1370,2019-100mb00000000116-dbd48930449611,Kagiso Rabada,2019-100mb00000000225-a11ad1bc44c011,Wriddhiman Saha,5,5.00,4,4.00,9.00,2,2,1,0,0,1,0,1,0,1,0,0,0,50.00,2.00,80.00,4.00
Head To Head,1370,2019-100mb00000000116-dbd48930449611,Kagiso Rabada,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,6,0.00,3,0.00,12.00,0,3,2,0,0,1,0,0,0,0,0,0,0,0.00,0.00,66.67,3.00
Head To Head,1370,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2019-100mb00000000061-6d68257c17f311,Vijay Shankar,3,0.00,3,0.00,6.00,0,3,3,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1370,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,15,0.00,10,0.00,9.00,1,9,5,3,0,1,0,0,0,0,0,0,0,10.00,10.00,26.67,10.00
Head To Head,1370,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2019-100mb00000000065-4ae3f0e41e3711,Kane Williamson,1,0.00,3,0.00,2.00,2,1,1,0,0,0,0,0,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1370,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2019-100mb00000000120-7489ddcc449711,Rahul Tewatia,9,0.00,3,0.00,18.00,0,3,1,0,0,2,0,0,0,0,0,0,0,0.00,0.00,88.89,1.50
Head To Head,1370,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,2019-100mb00000000225-a11ad1bc44c011,Wriddhiman Saha,5,0.00,5,0.00,10.80,2,2,1,0,0,1,0,0,0,0,0,0,0,40.00,2.50,80.00,5.00
Head To Head,1370,2019-100mb00000000130-89338eb7449a11,Harpreet Brar,2019-100mb00000000061-6d68257c17f311,Vijay Shankar,2,0.00,3,0.00,4.00,1,2,2,0,0,0,0,0,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1370,2019-100mb00000000130-89338eb7449a11,Harpreet Brar,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,17,0.00,8,0.00,12.75,2,6,2,1,1,1,1,0,0,0,0,0,0,25.00,4.00,58.82,4.00
Head To Head,1370,2019-100mb00000000130-89338eb7449a11,Harpreet Brar,2019-100mb00000000065-4ae3f0e41e3711,Kane Williamson,8,8.00,7,7.00,6.86,4,3,0,2,0,1,0,0,0,1,0,0,0,57.14,1.75,50.00,7.00
Head To Head,1370,2019-100mb00000000130-89338eb7449a11,Harpreet Brar,2019-100mb00000000225-a11ad1bc44c011,Wriddhiman Saha,1,0.00,4,0.00,1.50,3,1,1,0,0,0,0,0,0,0,0,0,0,75.00,1.33,0.00,0.00
Head To Head,1370,2019-100mb00000000130-89338eb7449a11,Harpreet Brar,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,5,0.00,2,0.00,15.00,0,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,80.00,2.00
Head To Head,1370,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,0,0.00,3,0.00,0.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1370,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2019-100mb00000000065-4ae3f0e41e3711,Kane Williamson,10,0.00,5,0.00,12.00,2,3,0,1,0,2,0,0,0,0,0,0,0,40.00,2.50,80.00,2.50
Head To Head,1370,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,6,0.00,4,0.00,9.00,1,3,2,0,0,1,0,0,0,0,0,0,0,25.00,4.00,66.67,4.00
Head To Head,1370,2022-100mb00000000820-ef56fe6f762211,Sikandar Raza,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,7,0.00,5,0.00,8.40,1,4,3,0,0,1,0,0,0,0,0,0,0,20.00,5.00,57.14,5.00
Head To Head,1370,2022-100mb00000000820-ef56fe6f762211,Sikandar Raza,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,15,0.00,7,0.00,12.86,1,6,3,0,0,3,0,0,0,0,0,0,0,14.29,7.00,80.00,2.33
Head To Head,1370,2018-100mb00000000021-a294dad8e99c11,Umesh Yadav,2018-100mb00000000011-cbf5eb14e99b11,Shikhar Dhawan,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,1,0,100.00,1.00,0.00,0.00
Head To Head,1370,2018-100mb00000000021-a294dad8e99c11,Umesh Yadav,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh,16,0.00,9,0.00,10.67,4,5,2,0,0,2,1,0,0,0,0,0,0,44.44,2.25,87.50,3.00
Head To Head,1370,2018-100mb00000000021-a294dad8e99c11,Umesh Yadav,2019-100mb00000000191-df21803b44b711,Shashank Singh,14,0.00,3,0.00,28.00,0,3,0,0,0,2,1,0,0,0,0,0,0,0.00,0.00,100.00,1.00
Head To Head,1370,2018-100mb00000000021-a294dad8e99c11,Umesh Yadav,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1370,2018-100mb00000000021-a294dad8e99c11,Umesh Yadav,2022-100mb00000000820-ef56fe6f762211,Sikandar Raza,3,0.00,3,0.00,6.00,1,2,1,1,0,0,0,0,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1370,2019-100mb00000000100-f196053e43f611,Mohit Sharma,2019-100mb00000000191-df21803b44b711,Shashank Singh,22,0.00,11,0.00,12.00,2,9,4,2,0,2,1,0,0,0,0,0,0,18.18,5.50,63.64,3.67
Head To Head,1370,2019-100mb00000000100-f196053e43f611,Mohit Sharma,2022-100mb00000000820-ef56fe6f762211,Sikandar Raza,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1370,2019-100mb00000000100-f196053e43f611,Mohit Sharma,2022-100mb00000001000-d90666b7a44d11,Jitesh Sharma,2,0.00,3,0.00,4.00,1,2,2,0,0,0,0,0,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1370,2019-100mb00000000100-f196053e43f611,Mohit Sharma,2024-100mb00000003109-b7f98c40df9d11,Ashutosh Sharma,14,0.00,9,0.00,10.67,1,7,4,2,0,0,1,0,0,0,0,0,0,11.11,9.00,42.86,9.00
Head To Head,1370,2019-100mb00000000127-b2131830449911,Darshan Nalkande,2019-100mb00000000130-89338eb7449a11,Harpreet Brar,1,0.00,2,0.00,6.00,1,1,1,0,0,0,0,1,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1370,2019-100mb00000000127-b2131830449911,Darshan Nalkande,2019-100mb00000000191-df21803b44b711,Shashank Singh,4,0.00,2,0.00,15.00,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00,0.00,100.00,2.00
Head To Head,1370,2019-100mb00000000127-b2131830449911,Darshan Nalkande,2024-100mb00000003109-b7f98c40df9d11,Ashutosh Sharma,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1370,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh,12,0.00,8,0.00,9.00,3,5,2,1,0,2,0,0,0,0,0,0,0,37.50,2.67,66.67,4.00
Head To Head,1370,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1370,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,2019-100mb00000000191-df21803b44b711,Shashank Singh,0,0.00,5,0.00,0.00,0,3,1,1,0,0,1,0,0,0,0,0,0,0.00,0.00,0.00,5.00
Head To Head,1370,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow,2,0.00,2,0.00,9.00,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1370,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,2022-100mb00000001000-d90666b7a44d11,Jitesh Sharma,14,14.00,5,5.00,16.80,1,4,2,0,0,0,2,0,0,1,0,0,0,20.00,5.00,85.71,2.50
Head To Head,1370,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,2024-100mb00000003109-b7f98c40df9d11,Ashutosh Sharma,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1370,2022-100mb00000000975-56f6385ba44611,Noor Ahmad,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh,5,5.00,4,4.00,10.50,2,2,1,0,0,1,0,1,0,1,0,0,0,50.00,2.00,80.00,4.00
Head To Head,1370,2022-100mb00000000975-56f6385ba44611,Noor Ahmad,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,3,0.00,4,0.00,4.50,1,3,3,0,0,0,0,0,0,0,0,0,0,25.00,4.00,0.00,0.00
Head To Head,1370,2022-100mb00000000975-56f6385ba44611,Noor Ahmad,2019-100mb00000000191-df21803b44b711,Shashank Singh,10,0.00,6,0.00,12.00,3,2,0,0,0,1,1,1,0,0,0,0,0,50.00,2.00,100.00,3.00
Head To Head,1370,2022-100mb00000000975-56f6385ba44611,Noor Ahmad,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,1,0,100.00,1.00,0.00,0.00
Head To Head,1370,2022-100mb00000000975-56f6385ba44611,Noor Ahmad,2022-100mb00000000820-ef56fe6f762211,Sikandar Raza,11,0.00,9,0.00,7.33,2,7,3,4,0,0,0,0,0,0,0,0,0,22.22,4.50,0.00,0.00
Head To Head,1370,2022-100mb00000001354-5a766b041e0411,Azmatullah Omarzai,2018-100mb00000000011-cbf5eb14e99b11,Shikhar Dhawan,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
